ID,COUNTRY_NAME,ISO_CODE,AREA_HA,ages_1_10_mean,ages_11_20_mean,ages_21_30_mean,ages_31_40_mean,ages_41_50_mean,ages_51_60_mean,ages_61_70_mean,ages_71_80_mean,ages_81_90_mean,ages_91_100_mean,ages_1_10_stdDev,ages_11_20_stdDev,ages_21_30_stdDev,ages_31_40_stdDev,ages_41_50_stdDev,ages_51_60_stdDev,ages_61_70_stdDev,ages_71_80_stdDev,ages_81_90_stdDev,ages_91_100_stdDev,ages_1_10_median,ages_11_20_median,ages_21_30_median,ages_31_40_median,ages_41_50_median,ages_51_60_median,ages_61_70_median,ages_71_80_median,ages_81_90_median,ages_91_100_median,ages_1_10_min,ages_11_20_min,ages_21_30_min,ages_31_40_min,ages_41_50_min,ages_51_60_min,ages_61_70_min,ages_71_80_min,ages_81_90_min,ages_91_100_min,ages_1_10_max,ages_11_20_max,ages_21_30_max,ages_31_40_max,ages_41_50_max,ages_51_60_max,ages_61_70_max,ages_71_80_max,ages_81_90_max,ages_91_100_max,ages_1_10_p10,ages_11_20_p10,ages_21_30_p10,ages_31_40_p10,ages_41_50_p10,ages_51_60_p10,ages_61_70_p10,ages_71_80_p10,ages_81_90_p10,ages_91_100_p10,ages_1_10_p25,ages_11_20_p25,ages_21_30_p25,ages_31_40_p25,ages_41_50_p25,ages_51_60_p25,ages_61_70_p25,ages_71_80_p25,ages_81_90_p25,ages_91_100_p25,ages_1_10_p75,ages_11_20_p75,ages_21_30_p75,ages_31_40_p75,ages_41_50_p75,ages_51_60_p75,ages_61_70_p75,ages_71_80_p75,ages_81_90_p75,ages_91_100_p75,ages_1_10_p90,ages_11_20_p90,ages_21_30_p90,ages_31_40_p90,ages_41_50_p90,ages_51_60_p90,ages_61_70_p90,ages_71_80_p90,ages_81_90_p90,ages_91_100_p90
ABW,Aruba (Neth),533,18486.267703504884,0.26708290394054557,0.28744507856720874,0.3004562221299547,0.3070108025617621,0.3081022182928396,0.30471678164372307,0.2977742774582936,0.2880980876035197,0.2764038435506956,0.2632990426854952,0.08819407518095329,0.09383685417668353,0.09423429140697936,0.09089649720651068,0.08517958834699227,0.07816833230856976,0.07066592220965587,0.06322728506578618,0.05620746629109487,0.04980846464168985,0.25996853307236073,0.27928652193235315,0.2950626430304154,0.3021719977259636,0.30363356541184816,0.2991083115339279,0.29490293447787946,0.28343599289655685,0.27122513204813004,0.2604497117655618,0.2335762083530426,0.2390526831150055,0.2396306544542313,0.2368582785129547,0.2314099371433258,0.2238939255475998,0.2148429900407791,0.20471306145191193,0.1938854157924652,0.182673841714859,1.129037618637085,1.2062699794769287,1.2217155694961548,1.1912972927093506,1.12956964969635,1.0485153198242188,0.9573612213134766,0.8628337979316711,0.7695968747138977,0.6806934475898743,0.24850465450435877,0.26358402046290313,0.267174889643987,0.26757721304893495,0.2673664689064026,0.26011912524700165,0.25287122279405594,0.2435037761926651,0.2321315914392471,0.21975310643514,0.25613291921286746,0.2716301659742991,0.28280842304229736,0.2869801163673401,0.2874486654996872,0.28394024074077606,0.27593405544757843,0.26788395643234253,0.25638953149318694,0.24349014461040497,0.26781989896998687,0.29094962403178215,0.30649499694506327,0.3178005767496009,0.32326183120409646,0.32282790342966716,0.31478821237881977,0.30665384978055954,0.295443881303072,0.2825582504272461,0.27156110604604083,0.298919677734375,0.3180745542049408,0.32990671396255494,0.3351016044616699,0.33505942424138385,0.3301705360412598,0.3211099147796631,0.31003813942273456,0.2975383202234904
AFG,Afghanistan,4,64066667.32707777,0.1574998095749987,0.18180112835292456,0.1964495995855184,0.2027231880689608,0.20250477829511235,0.1976084035067531,0.1895492281801935,0.1795048997613115,0.16835077783571678,0.15671648926539414,0.1280871567426559,0.16583009176918675,0.1874232396363292,0.19388819456958184,0.18924343509772737,0.1775494361310636,0.16203404401628524,0.1449887911849545,0.12791571284433434,0.11172421937350406,0.10347057371527583,0.11128856731871052,0.12123289913561984,0.1211366419687252,0.12087281288755984,0.12103212815087631,0.12108531874695422,0.11921560833315176,0.11466294055672868,0.1114187790165254,0.04387892410159111,0.06339007616043091,0.06366326659917831,0.06257651001214981,0.06085262447595596,0.05864491313695907,0.05608599260449409,0.05328812450170517,0.05034458637237549,0.04733143001794815,0.6867926120758057,1.0339850187301636,1.2385516166687012,1.287215232849121,1.2372980117797852,1.1454356908798218,1.0780394077301023,0.9962501525878906,0.9243472814559937,0.84979248046875,0.06458556540985907,0.07631727234721014,0.08214315404301187,0.09023270998179188,0.0891453766711044,0.08955664265414728,0.08931684094064521,0.08788786457897765,0.0836727827530535,0.08013073264715885,0.06823442226336113,0.0799277041103472,0.0897417078612988,0.09793990399040624,0.10544188455347075,0.10540214267472904,0.1057911334581864,0.09930942401108778,0.09586894493683512,0.09191117047947175,0.18555070018103895,0.1933416050494082,0.19923751697182163,0.199150445917389,0.1991680825344234,0.19918850212943529,0.19134029276579728,0.18555481889912165,0.17772813287312056,0.1660189566335677,0.3808608353338524,0.4316121802673683,0.4570111466405987,0.46481256256058406,0.4570278923506451,0.43358261245212704,0.4023770900299011,0.37301955939263337,0.3417948599774135,0.3105264902264328
AGO,Angola,24,124961214.99810772,0.6478343388504183,0.6858600298675922,0.6939360543362884,0.6798760120954741,0.650619871848327,0.6117708933934097,0.5675940986759778,0.5211950287147836,0.47474592342078215,0.42970123766174906,0.25781341350622605,0.27057876550503923,0.2655024798650723,0.24901903730585823,0.22670803701723705,0.20258976219899583,0.17921552283973066,0.15798763684139122,0.13949555119360807,0.12380054528248126,0.7070424292124421,0.7539822047110986,0.7696172863408292,0.7539916238356132,0.7148198493743604,0.6679417356894878,0.6113223755374607,0.5488097071936286,0.49022937744622386,0.4355260942280343,0.1650267392396927,0.17986956238746643,0.17835788428783417,0.17471937835216522,0.16942329704761505,0.1628836691379547,0.15545597672462463,0.14743995666503906,0.13908252120018005,0.13058443367481232,1.6368138790130615,1.8808084726333616,1.8601951599121096,1.6800086498260498,1.459856033325195,1.2595237493515017,1.1430881023406982,1.132886528968811,1.1092922687530518,1.075273871421814,0.26939515570069217,0.28512737263244675,0.2931416935429273,0.29318763687267635,0.2849385909725143,0.2772863638275274,0.27139880960240836,0.2597531982122733,0.24798194515022223,0.23236384438709895,0.4101412629925762,0.4336166476080056,0.4571066951487994,0.45707085148702487,0.4570524086908251,0.4413558041804239,0.42774593381616743,0.4042834321989973,0.37688803318735337,0.3456702404436749,0.8319987505759903,0.8710898599554427,0.878882088787373,0.8632837807475768,0.824266182555166,0.7774156630483733,0.7167961388146582,0.6543076937485403,0.5917870961821475,0.5332128259741943,0.9570618031888976,1.0038649805449946,0.9960351813878638,0.9491813232682432,0.8866125961804194,0.8241194392993881,0.7636723750704641,0.701172144467964,0.6425992688891118,0.5878975750077418
AIA,Anguilla (UK),660,6022.54097977941,0.3735077122710352,0.3869211085335036,0.3927742673623133,0.3922542353787672,0.38652440553941714,0.3766653562481624,0.3636443918134547,0.34830339870224963,0.33135851265818583,0.31340670663181425,0.01388886956272829,0.01556812841948348,0.01685270751877595,0.01773221001629408,0.01823505598548385,0.0184071574004103,0.01830063999024068,0.01796724944125199,0.01745538359963229,0.01680825864193088,0.370849609375,0.3837440609931946,0.38994550704956055,0.38939324021339417,0.38367635011672974,0.37413501739501953,0.3614006042480469,0.3462633192539215,0.32958754897117615,0.31144770979881287,0.3489048480987549,0.35818204283714294,0.3609711527824402,0.35836249589920044,0.3513979911804199,0.34102877974510193,0.32809504866600037,0.3133212924003601,0.2973182797431946,0.2805910110473633,0.4212028384208679,0.441147893667221,0.4517439007759094,0.4543427526950836,0.4503127932548523,0.4409545958042145,0.4274482727050781,0.4108348786830902,0.3920072615146637,0.37171727418899536,0.3580894470214844,0.370505154132843,0.3752802014350891,0.37351399660110474,0.3668535351753235,0.3565162718296051,0.3433935046195984,0.328255832195282,0.31175535917282104,0.2945968508720398,0.3643519878387451,0.37702053785324097,0.3817194104194641,0.38059958815574646,0.3745969831943512,0.3646810650825501,0.35177937150001526,0.3366979658603668,0.32012081146240234,0.30261707305908203,0.3797325491905213,0.3941310048103333,0.400595098733902,0.39960432052612305,0.3948913514614105,0.38593465089797974,0.3735031187534332,0.3576992154121399,0.34014415740966797,0.32159098982810974,0.3896724581718445,0.40476933121681213,0.41316288709640503,0.41401538252830505,0.40878230333328247,0.4000188708305359,0.3875482678413391,0.3722854554653168,0.3548397123813629,0.3361600935459137
ALB,Albania,8,2875381.3379952298,0.8765655903914222,1.0852144818421947,1.1494129384113272,1.1126824517348624,1.0179483200788568,0.8969769091339259,0.7701969648142869,0.6493531398974386,0.5403217522623364,0.4453279930689899,0.0813827075088274,0.1180550716075179,0.14676858143113744,0.15776021745353244,0.15972569830837385,0.15798616840464488,0.154109951241844,0.1482096336857043,0.14032907230480132,0.13079769560264487,0.8808267566337539,1.0956666349944937,1.160150315356471,1.1132940890157923,1.0098473903807728,0.8770473716120241,0.7402089056200706,0.615293850621646,0.5058074749921211,0.4120700099775868,0.6309950947761536,0.733847975730896,0.7779467701911926,0.7611438632011414,0.7206684350967407,0.6252790689468384,0.4847402572631836,0.3641086518764496,0.26961785554885864,0.19768524169921875,1.2029427289962769,1.714881420135498,1.9200150966644287,1.8837156295776367,1.712935209274292,1.5491584539413452,1.4358974695205688,1.303396224975586,1.167101263999939,1.0385353565216064,0.767631938182768,0.9198859977996212,0.9414278515955296,0.9022941708263724,0.8144455447327346,0.7090403181462248,0.5996379263890095,0.4980627184859211,0.40037071228855187,0.3222513748332858,0.8223243680771036,1.0137459793566173,1.0508054379193064,1.0039882950730816,0.9003999970176003,0.779331487236601,0.6542806247639101,0.5409867183236051,0.4393448574064619,0.353529930030914,0.9315622592637988,1.1659292595386506,1.246057341013418,1.2226459382231845,1.1230384792038317,0.9941678104039868,0.8535803383902499,0.7166751899466609,0.5996377352211211,0.4941235420895261,0.9745035638475116,1.2168010065430088,1.3163205284798871,1.292789585167362,1.201013876262464,1.0878336207988937,0.9707413028953666,0.8535008648676532,0.7400972507101424,0.6348219519679986
AM,NA,NA,2931093.565246315,0.4052474737104676,0.534727609730044,0.5896315557988256,0.5875381630625454,0.5501512415922113,0.4947933804120183,0.4331591119090528,0.37230533154402606,0.3160242196899728,0.2660094755844734,0.1235532056946268,0.19271886832698043,0.22249512982002004,0.2192271141754386,0.1969531100361835,0.16683463129569095,0.13587330681634502,0.10783603034998147,0.08440841300651653,0.06606963918342536,0.4394498107115722,0.595686572298691,0.6542775120748126,0.6542735938939443,0.6075070019083462,0.5450614830313142,0.47069996784004986,0.3965126630354884,0.33106732823080937,0.27050864318640927,0.12457819283008575,0.1294003427028656,0.1316395252943039,0.13167008757591248,0.12989135086536407,0.1266956776380539,0.12241163104772568,0.11732526123523712,0.11168088763952257,0.1053919792175293,0.6858088970184326,0.9452618360519408,1.0445218086242676,1.0162618160247805,0.9032865762710572,0.7693048715591431,0.6908308267593384,0.6199007034301758,0.5545867681503296,0.491476833820343,0.16202363145275953,0.1738190251756722,0.18542510788422992,0.1893030068753601,0.1927420184036788,0.1927162473156153,0.18946289085285925,0.1852669228545644,0.17870653838799472,0.16895388098249972,0.3730635905587995,0.4276708337393674,0.4473674294195677,0.4435667073485827,0.42407683062332646,0.3924744058011183,0.35345395746078084,0.31046097388181987,0.2645804784392233,0.22176725857973856,0.48242234602915385,0.6737870197237273,0.7596512290748577,0.7597011665018594,0.7050595542436005,0.6230473051347384,0.5332150091727574,0.4472166532812667,0.3740308996518897,0.3095926843340833,0.5331886903444926,0.736400011966103,0.8261108562003735,0.8182778340475313,0.7597979908093445,0.6738821705428439,0.5799413581865024,0.4940967116029092,0.41502802912654774,0.34867897300264944
AND,Andorra,20,48051.82283066188,1.0655239262353904,1.363891243880905,1.4607509891938075,1.4156442781799221,1.2891834550209549,1.126543571015214,0.9566881855566466,0.796061649139167,0.652659793397648,0.5292679125723955,0.06151749175064132,0.10811604834122215,0.12706039888466786,0.12552295616820974,0.11468703769037146,0.1016662697282953,0.08960835700588496,0.07924628553133062,0.07030807088890512,0.06235096943244597,1.071319087346395,1.381096601486206,1.486789517932468,1.443086948435395,1.318400642451118,1.155200680096944,0.981367528438568,0.8151482289487665,0.6650776565074921,0.5367238521575928,0.7722290754318237,0.8766695261001587,0.9162514805793762,0.9065187573432922,0.8630247116088867,0.7988521456718445,0.7087157964706421,0.5593792200088501,0.43183326721191406,0.3299488127231598,1.2288522720336914,1.6123228073120115,1.7557882070541382,1.6832048892974854,1.4917023181915283,1.2915332317352295,1.1257972717285156,0.961081326007843,0.8202922940254211,0.69548797607421875,0.9855069220066072,1.2257502377033234,1.278790682554245,1.220345139503479,1.0957523924963817,0.9467320889234544,0.7960280179977417,0.6595658659934998,0.540012514591217,0.4380940794944763,1.0437843667136295,1.321830729643504,1.411330017679222,1.380784233411153,1.267633318901062,1.1047047573529858,0.9328758239746092,0.7664385437965393,0.6194019516309103,0.49543116538781673,1.1004591630055354,1.4276480674743652,1.5410743735053325,1.4977808323773472,1.3617446983561796,1.1902376924242293,1.0168384194374085,0.8485352121866666,0.6961741064276014,0.5692466752869743,1.1313708782196046,1.482447013258934,1.595617413520813,1.541069848196847,1.4036056654793876,1.2259713888168335,1.0441196411848068,0.880129893620809,0.7310131937265396,0.6003760693059845
ANT,Netherlands [Caribbean],530,28256.91757124993,0.33944095150726417,0.35364141620254425,0.3605879768047489,0.36136916086628473,0.3570749128574548,0.3487308225527828,0.3372627944468952,0.3234815215452045,0.30807976724711394,0.29163717647021953,0.07939818401947689,0.08297245256347029,0.08485691157468139,0.0852356906041159,0.08433919311704126,0.08240810992997896,0.07967215117568952,0.07633862719370617,0.07258773839315147,0.06857132734186963,0.3114829152822495,0.32334369846752714,0.3310676298358224,0.3312632143497467,0.32515576481819153,0.3174733594059944,0.30555863512886894,0.293749532529286,0.28007224202156067,0.26464448656354633,0.263474702835083,0.26748543977737427,0.2671501040458679,0.26326218247413635,0.25655823945999146,0.24769791960716248,0.23725509643554688,0.2257180213928223,0.21349334716796875,0.20091477036476135,0.6651196479797363,0.6947489976882935,0.7066410183906555,0.7038562893867493,0.6894647479057312,0.6662618517875671,0.6366823315620422,0.6027778387069702,0.5662292242050171,0.5283809900283813,0.2922847916682561,0.3017430044710636,0.3066174387931824,0.30364710092544556,0.29759907722473145,0.2880563239256541,0.2781889353479658,0.2648373742898305,0.2527676858007908,0.2376161047390529,0.30161619186401367,0.31326415709086824,0.31554099216180687,0.31529098252455395,0.3114859114090602,0.30194946310736914,0.291996290286382,0.2780262331167857,0.2648308932781219,0.2509775161743164,0.32517923414707184,0.34084366758664447,0.35079389810562134,0.3584697445233663,0.358342781662941,0.35250507295131683,0.34403228759765625,0.331991970539093,0.31724099814891815,0.3021910985310872,0.46215707063674927,0.4787588119506836,0.48541493713855743,0.48604393005371094,0.47941818833351135,0.4675748944282532,0.4517246186733246,0.43292275071144104,0.41132450103759766,0.389913946390152
ARE,United Arab Emirates,784,7162990.889619153,0.06023549292910307,0.08817186738674623,0.11399521928169422,0.1360845665521592,0.15375008653438896,0.1668879202104661,0.17574433971635506,0.18075722330111368,0.18245177948776087,0.18137398735830737,0.02033180696722841,0.02011888022011875,0.0192410265719037,0.0182777823919003,0.01751903093498132,0.01703997636745625,0.01678601248269284,0.0166532854941757,0.01654313068214811,0.01638534439171341,0.05224406405580359,0.081538830310361,0.10791582532821524,0.13037222161312748,0.1499005405193604,0.16313413661590562,0.1747727375064938,0.18074584511101,0.18339772504817128,0.1832613346073349,0.03383002802729606,0.06148767843842506,0.08937890082597733,0.10440174490213394,0.11081533133983612,0.11443068832159042,0.11586596816778184,0.1150718703866005,0.11282315105199814,0.1094837635755539,0.25780409574508667,0.29512178897857666,0.32336464524269104,0.3429234027862549,0.35695648193359375,0.3677619993686676,0.3779520094394684,0.38609257340431213,0.38755330443382263,0.38349848985672,0.0444554582393095,0.07277442724707843,0.1001249674754412,0.12255251062898632,0.1411172172645886,0.1552260717246652,0.16509914059772787,0.17283569259578557,0.17544230256324425,0.1731914126707892,0.04736483395399284,0.07569362057559954,0.10303690939007182,0.1264794467096758,0.1460130877074899,0.16120612381601954,0.17087945208794286,0.17683823675231092,0.17944144519252483,0.1791491351871734,0.06789024357592588,0.0922590646049732,0.11470927463708518,0.13621452918223892,0.1537825806341793,0.16685906300358658,0.1764689284465979,0.18074584511101,0.18375174847526157,0.1832613346073349,0.09032963895460898,0.11767653965017869,0.14112373269521272,0.1606900729687817,0.1743033231737522,0.18443890119748263,0.19035706045729092,0.1947646623383344,0.19476881970058788,0.1921018807808935
ARG,Argentina,32,276220386.183907,0.330930224780613,0.3803148951791548,0.40666843419909104,0.4148678472356198,0.4100478586304022,0.39648515955153224,0.3774201298942352,0.35518927394552174,0.3314259720897671,0.3072453084198273,0.23558467282372783,0.27952875684259865,0.2906992538824861,0.27765425140469263,0.2511488995237768,0.2194946198394772,0.18797780616068213,0.15949371848170613,0.13531443536088195,0.11569298442652358,0.2537753479419207,0.2890920280158621,0.3205761730520113,0.3363450016035426,0.35190630164483305,0.35189842896823714,0.3553867841517471,0.3477420094025292,0.33207187930437493,0.3164461882693185,0.01678076200187206,0.04242274910211563,0.07174231857061386,0.08333160728216171,0.08643341064453125,0.08780906349420547,0.08683542907238007,0.0848306193947792,0.08206944167613983,0.078746892511844635,1.4306082725524902,2.259800434112549,2.7973945140838623,2.883009195327759,2.6879844665527344,2.372955799102783,2.0411880016326904,1.78448486328125,1.529972791671753,1.2969329357147217,0.09751619078130164,0.11720723719722384,0.1324099315910995,0.14823190337595762,0.16459501524268766,0.16408516909466428,0.16881805017890486,0.1684669153986419,0.160344537738885,0.16014515919532885,0.16803231971925747,0.19540039575055915,0.21112026082938556,0.21051430127181855,0.22635737979838672,0.22585228706843669,0.2223082464347588,0.2147106097393525,0.2070042697985342,0.19919891529511197,0.4335643428646705,0.492252545605049,0.5236329204006341,0.539198322821792,0.5388207150119498,0.5231877947307328,0.49609571268481706,0.46481323565833993,0.4257377021606885,0.3866332451129992,0.6757396000654697,0.7576625543134833,0.7889276481450881,0.7734318730119863,0.7264207101956864,0.6794399851864611,0.613207159269496,0.5584951292736542,0.5039429231963876,0.4491987340857339
