ID,COUNTRY_NAME,ISO_CODE,BIOME_NAME,BIOME_NUM,AREA_HA,ages_1_20_mean,ages_21_40_mean,ages_41_60_mean,ages_61_80_mean,ages_81_100_mean,ages_1_20_stdDev,ages_21_40_stdDev,ages_41_60_stdDev,ages_61_80_stdDev,ages_81_100_stdDev,ages_1_20_median,ages_21_40_median,ages_41_60_median,ages_61_80_median,ages_81_100_median,ages_1_20_min,ages_21_40_min,ages_41_60_min,ages_61_80_min,ages_81_100_min,ages_1_20_max,ages_21_40_max,ages_41_60_max,ages_61_80_max,ages_81_100_max,ages_1_20_p10,ages_21_40_p10,ages_41_60_p10,ages_61_80_p10,ages_81_100_p10,ages_1_20_p25,ages_21_40_p25,ages_41_60_p25,ages_61_80_p25,ages_81_100_p25,ages_1_20_p75,ages_21_40_p75,ages_41_60_p75,ages_61_80_p75,ages_81_100_p75,ages_1_20_p90,ages_21_40_p90,ages_41_60_p90,ages_61_80_p90,ages_81_100_p90
AFG_5,Afghanistan,4,Temperate Conifer Forests,5,330676.4382190438,0.2559024785957015,0.299094874205521,0.29446448450077395,0.26446951774214095,0.22545448144384683,0.17821646805370142,0.2454325725418479,0.24471446775627204,0.210360587960258,0.16726284628723537,0.15811864444438148,0.16267055500554675,0.15420798540855787,0.14239738529087395,0.130887970328331,0.08076068758964539,0.08709883689880371,0.08601973205804825,0.07679879665374756,0.06731767952442169,0.705247163772583,0.995662271976471,1.0140409469604492,0.9088844060897828,0.784375011920929,0.10742421005091636,0.11121926949228216,0.10717905517761132,0.09974839418494792,0.0918068842277494,0.1191819734985692,0.12324346601963045,0.11918176558646933,0.1113381127871634,0.09962059109160004,0.3570835454897447,0.40426783195950766,0.4003614501373188,0.3652866820494334,0.31456558868802825,0.5917109160099999,0.7602426840199364,0.7482538792220029,0.6503935150611095,0.5292225500632977
AFG_6,Afghanistan,4,"Temperate Grasslands, Savannas & Shrublands",8,167171.71113973044,0.43989304339941165,0.5433181433857913,0.5127412061150803,0.4286452132689538,0.33745683569400664,0.12989373928851408,0.19402089528248775,0.16900614974109765,0.11876307237133564,0.07686845026116965,0.4785125821828842,0.5722161419689655,0.5448789779956524,0.4625240030788606,0.3545221210415684,0.10730665922164916,0.10649502277374268,0.10078568756580351,0.09223313629627228,0.08235891163349152,0.6343339681625366,0.8679590225219727,0.8073335886001587,0.6541467905044556,0.5043329000473022,0.2403924036771059,0.26011062704998517,0.260395732792941,0.2441964894533157,0.22176533192396164,0.3456596485206059,0.3885645428124596,0.3850149720907211,0.3501319956211817,0.3037072185959135,0.5489136031213796,0.7127402471868616,0.6618181543472486,0.5214616656303406,0.391513483439173,0.579778394592342,0.7870409977436066,0.7090647950464365,0.5527283242520165,0.41703751124441624
AGO_0,Angola,24,Tropical & Subtropical Moist Broadleaf Forests,1,210618.80076338223,0.802933887891791,0.8079619371101675,0.7662701649581516,0.6983048138625645,0.6187640665010727,0.07490643615435633,0.07109933999571232,0.06139456207650899,0.05402988449082747,0.05115645965066429,0.7831061249971389,0.7935956786660587,0.7588145194515106,0.6982569396495819,0.6220909814501918,0.6927044987678528,0.6933301687240601,0.6584879755973816,0.5840776562690735,0.4795656204223633,1.2090939283370972,1.151098608970642,1.0148227214813232,0.8846880197525024,0.7887264490127563,0.7402243775034708,0.7392285327116649,0.6945167154073715,0.6258433782137357,0.5475680502978238,0.7598429672496835,0.7587705552577972,0.7175821321351188,0.6552840226735824,0.5810550020800697,0.8140500304954392,0.8334778910729943,0.801677059559595,0.7393290914338211,0.6552181979020436,0.8970762252807617,0.9012810417584012,0.8506407539049784,0.7705803314844767,0.6826072335243225
AGO_1,Angola,24,Montane Grasslands & Shrublands,10,1701210.1922121872,1.104662047507795,1.1272884778376366,0.9612400715079932,0.7474669543069762,0.5516766068802492,0.1318709633613635,0.14447970507148272,0.11187872549135797,0.07862078170515144,0.05715272526933442,1.0896252014308985,1.1211321174946751,0.9550134287335564,0.7402644257852085,0.5478521828447376,0.7422701120376587,0.742578387260437,0.6640381813049316,0.5074847936630249,0.35201090574264526,1.758811116218567,1.7701019048690796,1.3596899509429932,1.0415687561035156,0.8345756530761719,0.9568706248388734,0.9568730636437734,0.8342024236917496,0.6579760077387787,0.4835126135084365,1.019507121082088,1.035194863875707,0.8964866580842417,0.7129139476607744,0.5283183351952154,1.1835224947876692,1.2150588754150602,1.0372402819376143,0.7987819371684906,0.5829502086381655,1.2616863356696235,1.3005467311591858,1.1035340800244584,0.8495299289892385,0.6259118880956404
AGO_2,Angola,24,Deserts & Xeric Shrublands,13,1584425.4234373283,0.26815013606463833,0.2764881138692423,0.2661297596963415,0.24503617937212252,0.2189027836976647,0.10741242867059528,0.10139725094449124,0.08426828544748545,0.06497057406129034,0.04798588793498581,0.2284410054757972,0.2476993060070318,0.24412430793674217,0.2283486655619903,0.20799535121490703,0.1738712191581726,0.1765386313199997,0.16615347564220428,0.15144796669483185,0.13483348488807678,1.0860068798065186,1.0858283042907717,0.8987516164779663,0.7528322339057922,0.6106380224227905,0.2049861641486933,0.21547288785073457,0.2124924836370646,0.19761799387573423,0.17870456073127808,0.21308364348942668,0.2276612647489853,0.22464702175995815,0.21276659666124015,0.1925733329008912,0.2713697370469879,0.27897620374716603,0.27131374070451525,0.2518698248160543,0.2294879506658582,0.35745550380196683,0.3458589172663809,0.3222466404948916,0.2909990052731944,0.25491198410950794
AGO_3,Angola,24,Mangroves,14,94689.19151379904,0.790837317803512,0.7859507035894362,0.7029635969168282,0.5915318063088376,0.4793845252825482,0.04251448456471846,0.02931421179077229,0.04611541230135039,0.06914369541429922,0.08316825647071367,0.7895267422382648,0.7865852117538452,0.6841924071311951,0.5634662144713931,0.4482675301177161,0.677647054195404,0.6806777715682983,0.6045215725898743,0.5017509460449219,0.3735675811767578,0.8810526132583618,0.8835138082504272,0.8271152377128601,0.7596074938774109,0.6813955307006836,0.7348968833684921,0.7514499674240748,0.6655548910299937,0.5263263561107494,0.39557529290517174,0.7612842082977295,0.7681072314580282,0.672344294461337,0.5400857560096248,0.41898624363698456,0.8235631386439005,0.8061140984296798,0.720517098903656,0.6298409342765808,0.5360405564308166,0.8501737032617841,0.8188677489757538,0.7846339821815491,0.7162055884088788,0.6299819424748421
AGO_4,Angola,24,Tropical & Subtropical Dry Broadleaf Forests,2,812757.7392167195,0.9943984647460244,1.051201922900897,0.93415675840421,0.7614645786914231,0.5921852339510889,0.16656657540800912,0.12667045395229626,0.04826055270860358,0.0393588064549843,0.076978345517614,1.00198964802724,1.0682708200286417,0.9482486173084804,0.7671014567216238,0.5987076469157872,0.6631739139556885,0.7780355215072632,0.7621709704399109,0.6454965472221375,0.4221120774745941,1.3108172416687012,1.308753252029419,1.092116117477417,0.8779478073120117,0.779951274394989,0.7559417486190796,0.8612848321596781,0.8603161317961556,0.7094395610750938,0.49317259247563466,0.8614418965739172,0.9592241342965658,0.9110186457633972,0.7280062052764391,0.5164731095234553,1.1505185826619466,1.162391769331555,0.965778064532358,0.7944647180728424,0.6532754583673163,1.2208060651290706,1.2165996757420627,0.9813966184559436,0.8100108042191924,0.6903244574864705
AGO_5,Angola,24,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7,74071131.40361214,0.676606005119179,0.6950247383767635,0.6382665470604857,0.5506223577389252,0.4576395042244441,0.2531753006321236,0.24340452097776233,0.2016080937524292,0.15804305976703067,0.12402910439022086,0.7461877725206775,0.7696134038084916,0.6914121159593202,0.580082688187464,0.4629088056235274,0.17730653285980225,0.19488127529621124,0.18713951110839844,0.17017383873462677,0.15092739462852478,1.463823318481445,1.455480694770813,1.2236998081207275,1.1379873752593994,1.092283010482788,0.2929249835903535,0.31639026468660064,0.3084976297049934,0.29094483918013747,0.2675376241479802,0.4413564474996176,0.48040863501427206,0.4726285493018527,0.4394454191885537,0.37698813927005015,0.8554656431082661,0.8710399985458432,0.8008233227086415,0.6855431218210827,0.5644673676671565,0.9648319367429748,0.9648321620451136,0.847493830454587,0.7285063175100515,0.6152318670153257
AGO_6,Angola,24,Flooded Grasslands & Savannas,9,3960469.1766590457,0.7048340743516577,0.7642566368821644,0.7242147843332483,0.636087870530947,0.5332837828450895,0.13806498053176983,0.13501243746092884,0.10820538924780831,0.0831783158862273,0.0683911277078165,0.7090371445981328,0.7754133099371249,0.7441377490021944,0.6464596677709509,0.5371444894334956,0.21842411160469055,0.2309074699878693,0.228047177195549,0.2150924652814865,0.19635991752147677,1.1768144369125366,1.1444613933563232,0.9538556933403016,0.8782129287719727,0.7672132253646851,0.5254874715098629,0.5836911254854344,0.5801655357166872,0.529258844562066,0.4552976460856141,0.6269431361825404,0.6933465439503587,0.677750373223207,0.6113824146339693,0.49409230595058334,0.7793176392168122,0.8496198492498553,0.802728478720107,0.6894126265031385,0.5800579626079548,0.8848401725292205,0.9278113079976432,0.8417337315933581,0.7245778131521553,0.6191117265910814
AIA_0,Anguilla (UK),660,Deserts & Xeric Shrublands,13,2186.9686217647054,0.37948137432862017,0.3917586820635477,0.38086128799127766,0.35529026823334403,0.321764004781874,0.01459430915857872,0.01723012677161666,0.01830501520660778,0.01814667645093249,0.0171611421288311,0.3769231140613556,0.38932758569717407,0.3786281645298004,0.3537503182888031,0.320283979177475,0.3535434603691101,0.3596668243408203,0.3462134003639221,0.32070818543434143,0.28895464539527893,0.4311753809452057,0.4530433118343353,0.4456337094306946,0.41914159059524536,0.38186225295066833,0.36442524194717407,0.3745033144950866,0.3616848886013031,0.3358246684074402,0.3031178414821625,0.3711132109165192,0.3812999129295349,0.36963900923728943,0.34423866868019104,0.3113689422607422,0.3854195475578308,0.397530734539032,0.38690441846847534,0.36055833101272583,0.3273083567619324,0.3964039087295532,0.4117935597896576,0.4037879407405853,0.3776372075080872,0.3426356315612793
AIA_1,Anguilla (UK),660,Tropical & Subtropical Dry Broadleaf Forests,2,111.8686161519608,0.39505816499392193,0.40781423449516296,0.3964498539765676,0.3698171277840932,0.3349091211954753,0.00748152750429024,0.00969190772879195,0.01071823400202445,0.01085396259208064,0.01039630308877349,0.3955136239528656,0.40926533937454224,0.39849773049354553,0.3721453547477722,0.33729344606399536,0.38567596673965454,0.3952852785587311,0.3824191689491272,0.35551348328590393,0.3211526870727539,0.4039849042892456,0.4188920855522156,0.40843266248703,0.3817925453186035,0.3462812304496765,0.38567596673965454,0.3952852785587311,0.3824191689491272,0.35551348328590393,0.3211526870727539,0.38567596673965454,0.3952852785587311,0.3824191689491272,0.35551348328590393,0.3211526870727539,0.4039849042892456,0.4188920855522156,0.40843266248703,0.3817925453186035,0.3462812304496765,0.4039849042892456,0.4188920855522156,0.40843266248703,0.3817925453186035,0.3462812304496765
