system:index,A,B,K,.geo
85,207.89999389648438,0.5247743129730225,0.018719663843512535,"{""type"":""Point"",""coordinates"":[111.17856437622753,-1.4075435593930041]}"
86,216.44602966308594,0.6025048494338989,0.023119209334254265,"{""type"":""Point"",""coordinates"":[109.76997542818161,1.674941363034363]}"
87,185.67529296875,0.5590445399284363,0.0265741515904665,"{""type"":""Point"",""coordinates"":[116.34748384070619,2.0957625448062136]}"
88,,,,"{""type"":""Point"",""coordinates"":[110.39834628233666,-2.327365800368232]}"
89,202.67523193359375,0.6024571061134338,0.02523498237133026,"{""type"":""Point"",""coordinates"":[110.43064360348312,-2.1109341426753727]}"
90,196.50216674804688,0.5893672108650208,0.026077043265104294,"{""type"":""Point"",""coordinates"":[113.33624895352334,0.6583588152024081]}"
91,198.08633422851562,0.6022087335586548,0.026218321174383163,"{""type"":""Point"",""coordinates"":[110.3166598891609,-0.3092546129484742]}"
92,192.60000610351562,0.5265912413597107,0.018427660688757896,"{""type"":""Point"",""coordinates"":[118.04358621782053,4.957774805685588]}"
93,200.80010986328125,0.6221699714660645,0.026018889620900154,"{""type"":""Point"",""coordinates"":[109.15538846047124,0.38055579309430315]}"
94,200.55813598632812,0.5896400809288025,0.024404551833868027,"{""type"":""Point"",""coordinates"":[112.46565601403903,-3.081403428805901]}"
95,190.33445739746094,0.5664528608322144,0.02694493718445301,"{""type"":""Point"",""coordinates"":[110.1017564044858,1.118564288832934]}"
96,192.60000610351562,0.6024209856987,0.027400735765695572,"{""type"":""Point"",""coordinates"":[112.33429863681076,2.21429492708643]}"
97,202.77296447753906,0.5874320268630981,0.024333788082003593,"{""type"":""Point"",""coordinates"":[112.29063362929097,-2.954802088433586]}"
98,197.10000610351562,0.5976076722145081,0.025875013321638107,"{""type"":""Point"",""coordinates"":[112.53721505020351,2.3043003850878065]}"
99,215.60000610351562,0.5655789375305176,0.018703032284975052,"{""type"":""Point"",""coordinates"":[116.72989069428678,0.4888526337078955]}"
100,200.91879272460938,0.6111739873886108,0.02589920163154602,"{""type"":""Point"",""coordinates"":[110.32228125095091,-0.10854221430071682]}"
101,191.6999969482422,0.5612218379974365,0.025304537266492844,"{""type"":""Point"",""coordinates"":[115.55413561968699,2.5044496644082366]}"
102,207.5008544921875,0.632740318775177,0.025144686922430992,"{""type"":""Point"",""coordinates"":[117.58410322068453,5.864032025925649]}"
103,206.10000610351562,0.6049745678901672,0.02358800172805786,"{""type"":""Point"",""coordinates"":[116.97561048999044,3.1935069361159147]}"
104,182.6999969482422,0.5634599328041077,0.026991428807377815,"{""type"":""Point"",""coordinates"":[116.39960468811454,1.4697422438512515]}"
105,207.0,0.5765483975410461,0.021392108872532845,"{""type"":""Point"",""coordinates"":[117.13969766586241,2.2541903077557133]}"
106,227.6999969482422,0.574518620967865,0.01862560585141182,"{""type"":""Point"",""coordinates"":[116.45557014715166,-0.34840660838218585]}"
107,199.2039031982422,0.5956066846847534,0.02457752451300621,"{""type"":""Point"",""coordinates"":[110.96794587758185,-2.412649805423424]}"
108,198.7113800048828,0.6123359799385071,0.026116417720913887,"{""type"":""Point"",""coordinates"":[110.20021313394174,0.18293814688839846]}"
109,200.76995849609375,0.61374431848526,0.025723885744810104,"{""type"":""Point"",""coordinates"":[114.62385845392025,-0.9175003265265682]}"
110,206.60487365722656,0.5783406496047974,0.02118755504488945,"{""type"":""Point"",""coordinates"":[116.43880691303328,0.1959319060055047]}"
111,189.500732421875,0.5722001791000366,0.02757585048675537,"{""type"":""Point"",""coordinates"":[113.04417864497943,0.16404716843618317]}"
112,211.86474609375,0.6126325130462646,0.024399692192673683,"{""type"":""Point"",""coordinates"":[109.85241251748207,1.749294218937355]}"
113,195.98670959472656,0.5567997097969055,0.024771245196461678,"{""type"":""Point"",""coordinates"":[111.6324606402296,-1.0015633256335537]}"
114,193.5,0.5838083028793335,0.025899948552250862,"{""type"":""Point"",""coordinates"":[113.90507713021383,1.5135114790710775]}"
115,211.6845703125,0.6330664157867432,0.025226250290870667,"{""type"":""Point"",""coordinates"":[117.6201661466863,6.045840488938789]}"
116,189.90110778808594,0.6008405685424805,0.02757333219051361,"{""type"":""Point"",""coordinates"":[114.86780317683159,2.3640316419925056]}"
117,209.6999969482422,0.5849111080169678,0.021838413551449776,"{""type"":""Point"",""coordinates"":[116.83941881077347,3.243337602045044]}"
118,194.61366271972656,0.5775670409202576,0.027346337214112282,"{""type"":""Point"",""coordinates"":[113.55478657039214,0.19118630151929006]}"
119,205.35784912109375,0.6191582083702087,0.024453673511743546,"{""type"":""Point"",""coordinates"":[117.45460795473849,6.172824937750404]}"
120,183.60000610351562,0.5852118730545044,0.028128670528531075,"{""type"":""Point"",""coordinates"":[114.51454415465557,0.0733190560528897]}"
121,195.3000030517578,0.5984347462654114,0.026165081188082695,"{""type"":""Point"",""coordinates"":[113.83745320157787,-1.1311450534081482]}"
122,195.55873107910156,0.6072566509246826,0.026026651263237,"{""type"":""Point"",""coordinates"":[110.34702111910705,0.5321505042320398]}"
123,192.9278564453125,0.5795268416404724,0.026648245751857758,"{""type"":""Point"",""coordinates"":[114.46126151577833,1.05174793123874]}"
124,189.53878784179688,0.5629920363426208,0.026300745084881783,"{""type"":""Point"",""coordinates"":[114.4281219310706,-0.39133129832646424]}"
125,200.86082458496094,0.6007370352745056,0.02567065693438053,"{""type"":""Point"",""coordinates"":[111.4233632352156,-2.7843826369666247]}"
126,190.65525817871094,0.6042897701263428,0.026913810521364212,"{""type"":""Point"",""coordinates"":[109.98530480145301,0.7041448521902708]}"
127,188.10000610351562,0.5851753950119019,0.026988666504621506,"{""type"":""Point"",""coordinates"":[114.59059878170667,1.8251908690235883]}"
128,199.94277954101562,0.6096729040145874,0.02597547508776188,"{""type"":""Point"",""coordinates"":[113.4181255442303,-1.5393488443845227]}"
129,183.01654052734375,0.5749401450157166,0.028115736320614815,"{""type"":""Point"",""coordinates"":[115.82367414854187,1.9068083957762367]}"
130,186.13485717773438,0.576611340045929,0.026680773124098778,"{""type"":""Point"",""coordinates"":[114.02268180075129,0.6977493650137072]}"
131,203.26571655273438,0.6031953692436218,0.025039831176400185,"{""type"":""Point"",""coordinates"":[111.59038015648231,-2.2757080382518464]}"
132,192.4425506591797,0.5986559391021729,0.027614198625087738,"{""type"":""Point"",""coordinates"":[116.52491171870977,1.6978350804115878]}"
133,189.89999389648438,0.5825146436691284,0.026257332414388657,"{""type"":""Point"",""coordinates"":[113.8938285506622,0.4380336181327666]}"
134,190.41555786132812,0.600304126739502,0.026655254885554314,"{""type"":""Point"",""coordinates"":[116.64281472712612,6.033234164835116]}"
135,222.7908172607422,0.5861708521842957,0.02137736976146698,"{""type"":""Point"",""coordinates"":[113.5539684625433,-2.832373710934808]}"
136,196.1999969482422,0.5991307497024536,0.02563992701470852,"{""type"":""Point"",""coordinates"":[110.843755750643,-2.8722732007320566]}"
137,206.56454467773438,0.6006836295127869,0.02445114031434059,"{""type"":""Point"",""coordinates"":[115.11288580484307,-1.7063910884510076]}"
138,191.6999969482422,0.6123600006103516,0.02723049186170101,"{""type"":""Point"",""coordinates"":[112.05368580560311,1.8262528413707733]}"
139,202.5,0.5415607690811157,0.020452406257390976,"{""type"":""Point"",""coordinates"":[116.49666123056109,4.5214542998206975]}"
140,179.10000610351562,0.4805833697319031,0.013328926637768745,"{""type"":""Point"",""coordinates"":[118.33149401274427,1.009570634541399]}"
141,191.6599578857422,0.5831291079521179,0.02685757912695408,"{""type"":""Point"",""coordinates"":[116.31273187583533,1.8168804282253972]}"
142,206.6334686279297,0.5429001450538635,0.017070485278964043,"{""type"":""Point"",""coordinates"":[117.00181151790021,-0.5891120989355175]}"
143,202.7739715576172,0.5965349078178406,0.02399805374443531,"{""type"":""Point"",""coordinates"":[115.96222372451984,0.015375377752462045]}"
144,193.93667602539062,0.6150785684585571,0.026031898334622383,"{""type"":""Point"",""coordinates"":[117.21809973733001,5.7900115950071624]}"
145,204.3000030517578,0.5732392072677612,0.021815022453665733,"{""type"":""Point"",""coordinates"":[117.011416988099,5.674460334440824]}"
146,193.5,0.540871262550354,0.022106248885393143,"{""type"":""Point"",""coordinates"":[116.02148827605707,0.6423236421266441]}"
147,193.84767150878906,0.6012923121452332,0.027623994275927544,"{""type"":""Point"",""coordinates"":[113.64526873282745,0.49717549439760617]}"
148,190.8000030517578,0.5732018947601318,0.02596648409962654,"{""type"":""Point"",""coordinates"":[114.21755356635708,2.5525811894790835]}"
149,218.55291748046875,0.6282515525817871,0.02422310784459114,"{""type"":""Point"",""coordinates"":[117.16055310441834,6.915087072556107]}"
150,206.28396606445312,0.6216062903404236,0.02465945854783058,"{""type"":""Point"",""coordinates"":[117.30115509001162,6.26270648116691]}"
151,188.15133666992188,0.5757281184196472,0.026653829962015152,"{""type"":""Point"",""coordinates"":[115.8564120430488,2.3612103290155937]}"
152,196.019287109375,0.6215166449546814,0.02700357511639595,"{""type"":""Point"",""coordinates"":[117.28977766762661,5.757175893809848]}"
153,202.52976989746094,0.6232603192329407,0.026419105008244514,"{""type"":""Point"",""coordinates"":[116.54684037515182,6.040096032858049]}"
154,196.1999969482422,0.5903252363204956,0.02579033561050892,"{""type"":""Point"",""coordinates"":[113.77348651292806,-0.32339932605285476]}"
155,202.5,0.5286425948143005,0.01943615823984146,"{""type"":""Point"",""coordinates"":[116.27057269042541,-1.2129424942988656]}"
156,207.89999389648438,0.5619980692863464,0.021386437118053436,"{""type"":""Point"",""coordinates"":[116.76149248712497,1.5555140548703525]}"
157,191.71810913085938,0.6142413020133972,0.028504153713583946,"{""type"":""Point"",""coordinates"":[115.27796498667327,2.9565633060864913]}"
158,186.19766235351562,0.589312732219696,0.027837323024868965,"{""type"":""Point"",""coordinates"":[115.40223759333081,1.221527644309329]}"
159,188.47323608398438,0.5666947364807129,0.027349302545189857,"{""type"":""Point"",""coordinates"":[113.40556970714579,1.1951512345790976]}"
160,201.60000610351562,0.5751579999923706,0.023208333179354668,"{""type"":""Point"",""coordinates"":[112.22741788386665,-0.9542184194289751]}"
161,195.20655822753906,0.5994971990585327,0.02609007991850376,"{""type"":""Point"",""coordinates"":[111.52290964012413,-0.10753407475417015]}"
162,202.24557495117188,0.6230196356773376,0.025755010545253754,"{""type"":""Point"",""coordinates"":[115.62689469112085,5.405428182615289]}"
163,223.39801025390625,0.5840001106262207,0.021104050800204277,"{""type"":""Point"",""coordinates"":[113.89869210986086,-2.614678529664476]}"
164,184.33901977539062,0.5486911535263062,0.01954619586467743,"{""type"":""Point"",""coordinates"":[119.02156718766976,5.368467222079864]}"
165,197.8075408935547,0.6073155999183655,0.025718187913298607,"{""type"":""Point"",""coordinates"":[111.7503393880446,-2.2244159964824575]}"
166,208.98550415039062,0.6124694347381592,0.02450675703585148,"{""type"":""Point"",""coordinates"":[116.16375125930085,-2.1258857049920348]}"
167,195.3000030517578,0.6231122612953186,0.02694559469819069,"{""type"":""Point"",""coordinates"":[113.46229951640917,3.500005777954004]}"
168,196.1999969482422,0.5791807174682617,0.022146549075841904,"{""type"":""Point"",""coordinates"":[117.30167337535686,4.007242941644491]}"
169,193.95611572265625,0.6175048351287842,0.027504242956638336,"{""type"":""Point"",""coordinates"":[111.08835162255322,1.093534054958714]}"
170,205.36236572265625,0.5931642651557922,0.02387036569416523,"{""type"":""Point"",""coordinates"":[115.53364700020354,-2.23784736006671]}"
171,200.2487030029297,0.5999638438224792,0.02508021704852581,"{""type"":""Point"",""coordinates"":[114.55211201563624,-1.5768100941253764]}"
172,201.70501708984375,0.5852965116500854,0.02397274039685726,"{""type"":""Point"",""coordinates"":[115.58170539423412,4.837734749711442]}"
173,196.0634765625,0.607192873954773,0.02593906782567501,"{""type"":""Point"",""coordinates"":[110.51757516511753,1.1522657462821597]}"
174,207.0,0.550840437412262,0.0204929132014513,"{""type"":""Point"",""coordinates"":[111.89115245545553,-1.648873651169649]}"
175,216.61529541015625,0.5755538940429688,0.021154798567295074,"{""type"":""Point"",""coordinates"":[113.75470968169343,-3.1809739778906323]}"
176,,,,"{""type"":""Point"",""coordinates"":[118.28789712897047,4.658744531917163]}"
177,198.0,0.5509476065635681,0.02226858027279377,"{""type"":""Point"",""coordinates"":[116.45032871308291,4.369609097674471]}"
178,206.65158081054688,0.5147606134414673,0.016592398285865784,"{""type"":""Point"",""coordinates"":[116.65109171055155,5.003709753994764]}"
179,191.6999969482422,0.48370078206062317,0.012334471568465233,"{""type"":""Point"",""coordinates"":[117.84177522994034,0.918128856796037]}"
180,200.6999969482422,0.5827667117118835,0.024289704859256744,"{""type"":""Point"",""coordinates"":[113.6579110520262,1.8454115517609841]}"
181,196.1999969482422,0.5646804571151733,0.024455169215798378,"{""type"":""Point"",""coordinates"":[112.84133734227504,-0.5892080540020724]}"
182,201.3000030517578,0.5290778875350952,0.016782978549599648,"{""type"":""Point"",""coordinates"":[116.79235187428036,-0.2970115357960334]}"
183,200.6999969482422,0.5780322551727295,0.022894686087965965,"{""type"":""Point"",""coordinates"":[117.17701682260899,2.5190630170311863]}"
184,199.8515167236328,0.602963924407959,0.025301069021224976,"{""type"":""Point"",""coordinates"":[111.65131743118104,-2.111134994740037]}"
185,192.95458984375,0.6174950003623962,0.027439797297120094,"{""type"":""Point"",""coordinates"":[111.27358918127408,0.5370325637109387]}"
186,193.0282440185547,0.5960243344306946,0.027198873460292816,"{""type"":""Point"",""coordinates"":[113.46718301455685,0.9322917061534077]}"
187,199.88287353515625,0.601865291595459,0.025513794273138046,"{""type"":""Point"",""coordinates"":[114.44070871431133,-1.3653997889229879]}"
188,191.0512237548828,0.5580899715423584,0.01958763599395752,"{""type"":""Point"",""coordinates"":[118.80054144553962,5.206812190234876]}"
189,205.1999969482422,0.5708644986152649,0.022149108350276947,"{""type"":""Point"",""coordinates"":[116.49649260261441,3.2791176816382026]}"
190,215.3144073486328,0.6237174868583679,0.024556132033467293,"{""type"":""Point"",""coordinates"":[109.98384295201542,-0.5563525978371643]}"
191,193.20469665527344,0.5941525101661682,0.025454696267843246,"{""type"":""Point"",""coordinates"":[111.0045506365745,-1.2175926689674075]}"
192,223.5465545654297,0.5981776714324951,0.022489571943879128,"{""type"":""Point"",""coordinates"":[114.61117890623083,-3.539682701756913]}"
193,194.72744750976562,0.621924102306366,0.025531470775604248,"{""type"":""Point"",""coordinates"":[115.75098102569181,5.403021895647555]}"
194,195.3000030517578,0.5824717283248901,0.026026548817753792,"{""type"":""Point"",""coordinates"":[113.15293188191276,2.5006599047258122]}"
195,201.32754516601562,0.6219273805618286,0.026417406275868416,"{""type"":""Point"",""coordinates"":[114.38125530018347,3.996329336511651]}"
196,199.82887268066406,0.5922240018844604,0.02555493824183941,"{""type"":""Point"",""coordinates"":[115.31580499887177,4.39776481963892]}"
197,219.7766571044922,0.6236836910247803,0.023387882858514786,"{""type"":""Point"",""coordinates"":[117.13472578396212,6.8635155156543775]}"
198,213.3000030517578,0.5734813809394836,0.021152673289179802,"{""type"":""Point"",""coordinates"":[116.08686958533734,-1.0435098224683108]}"
199,200.6999969482422,0.5732104182243347,0.023874178528785706,"{""type"":""Point"",""coordinates"":[114.23567451679381,2.9733184998973456]}"
200,196.4095458984375,0.6187920570373535,0.027484411373734474,"{""type"":""Point"",""coordinates"":[114.65860875237104,-0.4267518499756819]}"
201,222.1999969482422,0.5626741051673889,0.018104061484336853,"{""type"":""Point"",""coordinates"":[116.13088505303777,-4.021311590221447]}"
202,190.39434814453125,0.5552264451980591,0.024893181398510933,"{""type"":""Point"",""coordinates"":[116.65228359201335,2.7396060712804275]}"
203,207.63136291503906,0.6222384572029114,0.02486872859299183,"{""type"":""Point"",""coordinates"":[116.31275614755718,-1.5424143548669635]}"
204,199.8000030517578,0.5763645172119141,0.023975657299160957,"{""type"":""Point"",""coordinates"":[110.14354622311791,0.7992955016346444]}"
205,187.34902954101562,0.5533867478370667,0.024854468181729317,"{""type"":""Point"",""coordinates"":[116.13672278600029,4.127464812419987]}"
206,193.62843322753906,0.5455013513565063,0.023356979712843895,"{""type"":""Point"",""coordinates"":[112.15975853302585,-1.6587202224188535]}"
207,182.292236328125,0.5771974921226501,0.02302379347383976,"{""type"":""Point"",""coordinates"":[118.31653424095028,5.18999157971588]}"
208,190.7753143310547,0.5396597385406494,0.021676255390048027,"{""type"":""Point"",""coordinates"":[115.01498544529339,-2.7973056331637483]}"
209,198.0,0.5546538233757019,0.02295856736600399,"{""type"":""Point"",""coordinates"":[116.27184550539246,3.034694488209928]}"
