system:index,A,B,K,.geo
93,139.4814910888672,0.48061996698379517,0.021501649171113968,"{""type"":""Point"",""coordinates"":[-63.83687271760884,-15.264522987900541]}"
94,194.92660522460938,0.5175598859786987,0.01738928258419037,"{""type"":""Point"",""coordinates"":[-75.28680649907801,-6.465709998149878]}"
95,189.0,0.5777873992919922,0.025201095268130302,"{""type"":""Point"",""coordinates"":[-71.5323325127314,-3.708280145325312]}"
96,203.71258544921875,0.5080412030220032,0.01743336021900177,"{""type"":""Point"",""coordinates"":[-64.73968767643136,4.9101751643820535]}"
97,191.72117614746094,0.5847824811935425,0.025326859205961227,"{""type"":""Point"",""coordinates"":[-74.93945731113679,-4.038809628102388]}"
98,163.56483459472656,0.5078122019767761,0.023859456181526184,"{""type"":""Point"",""coordinates"":[-55.772152190400625,1.670938895297481]}"
99,189.0,0.5665045380592346,0.02393374964594841,"{""type"":""Point"",""coordinates"":[-69.53716319379764,-2.1448041771128685]}"
100,204.7206268310547,0.521801233291626,0.017805887386202812,"{""type"":""Point"",""coordinates"":[-74.89135193424475,-10.480552316972696]}"
101,185.39999389648438,0.5149298906326294,0.022626522928476334,"{""type"":""Point"",""coordinates"":[-54.26726461049179,-4.907680529382633]}"
102,199.8000030517578,0.5221211314201355,0.017071356996893883,"{""type"":""Point"",""coordinates"":[-58.817552730519516,6.945015545523195]}"
103,200.6599578857422,0.5865090489387512,0.02533608116209507,"{""type"":""Point"",""coordinates"":[-50.00195075916743,-2.175826511041658]}"
104,181.88265991210938,0.601578414440155,0.026379389688372612,"{""type"":""Point"",""coordinates"":[-66.19757576970792,4.947043190357308]}"
105,182.6999969482422,0.5613687038421631,0.02504308894276619,"{""type"":""Point"",""coordinates"":[-67.71547018268758,-0.4521763662908599]}"
106,179.5303192138672,0.5290395617485046,0.02383052557706833,"{""type"":""Point"",""coordinates"":[-70.59726740091686,-5.883296534741464]}"
107,178.18724060058594,0.5460712313652039,0.022714264690876007,"{""type"":""Point"",""coordinates"":[-74.16873452300857,-4.822550948048169]}"
108,196.1999969482422,0.4596850574016571,0.012292768806219101,"{""type"":""Point"",""coordinates"":[-72.34730207806933,-9.875355078496522]}"
109,204.58685302734375,0.6074755787849426,0.024631880223751068,"{""type"":""Point"",""coordinates"":[-68.0831528152994,3.2230829120883957]}"
110,200.3852996826172,0.5667614340782166,0.022329965606331825,"{""type"":""Point"",""coordinates"":[-69.39397417300108,-3.9913706857998084]}"
111,195.53512573242188,0.5350984334945679,0.022035665810108185,"{""type"":""Point"",""coordinates"":[-68.66635787074146,-5.949413256680518]}"
112,210.66673278808594,0.5768826007843018,0.023103004321455956,"{""type"":""Point"",""coordinates"":[-70.52289929115013,-12.774643320585142]}"
113,198.89999389648438,0.563366711139679,0.024893758818507195,"{""type"":""Point"",""coordinates"":[-55.81808475217431,-0.383013777371804]}"
114,189.15907287597656,0.525700569152832,0.023336658254265785,"{""type"":""Point"",""coordinates"":[-58.01400751829745,-8.281245668174433]}"
115,203.3227081298828,0.5720148086547852,0.02122686617076397,"{""type"":""Point"",""coordinates"":[-65.53620440771523,-16.97861144009044]}"
116,196.1999969482422,0.54423588514328,0.024040065705776215,"{""type"":""Point"",""coordinates"":[-55.07547897078133,-5.9875830613375145]}"
117,195.29043579101562,0.5576162934303284,0.02381245233118534,"{""type"":""Point"",""coordinates"":[-47.94749875514123,-2.2017492443935494]}"
118,206.56289672851562,0.5672146677970886,0.02300695702433586,"{""type"":""Point"",""coordinates"":[-59.79674241746369,-5.809538655970514]}"
119,189.89999389648438,0.5646800398826599,0.025411223992705345,"{""type"":""Point"",""coordinates"":[-75.13115136050658,-1.4077138992711595]}"
120,205.08901977539062,0.5343973636627197,0.018146878108382225,"{""type"":""Point"",""coordinates"":[-63.60579217332155,-3.674852723177829]}"
121,215.36508178710938,0.5257358551025391,0.016962917521595955,"{""type"":""Point"",""coordinates"":[-62.026771274078094,5.899219822081626]}"
122,187.58865356445312,0.46861013770103455,0.017459174618124962,"{""type"":""Point"",""coordinates"":[-70.06145164524067,-9.595785426381305]}"
123,207.6440887451172,0.5543736219406128,0.021352536976337433,"{""type"":""Point"",""coordinates"":[-61.08650827394815,-2.9612446774039656]}"
124,179.10000610351562,0.5587977170944214,0.025410324335098267,"{""type"":""Point"",""coordinates"":[-68.3134975197103,0.9274396697485996]}"
125,202.4667205810547,0.5837312340736389,0.024452071636915207,"{""type"":""Point"",""coordinates"":[-69.38342396953627,4.326571012502629]}"
126,172.36192321777344,0.5431873202323914,0.025113757699728012,"{""type"":""Point"",""coordinates"":[-73.36998780092813,-5.544011300867144]}"
127,189.5680694580078,0.5301017165184021,0.023200273513793945,"{""type"":""Point"",""coordinates"":[-55.5173862957605,-6.984556412902294]}"
128,167.651611328125,0.4617156982421875,0.019729120656847954,"{""type"":""Point"",""coordinates"":[-59.139661876638215,-11.199853278670432]}"
129,181.7893829345703,0.4741927981376648,0.018858332186937332,"{""type"":""Point"",""coordinates"":[-64.32920327125056,-9.315094832013562]}"
130,174.60000610351562,0.5246052145957947,0.02390386164188385,"{""type"":""Point"",""coordinates"":[-60.08513886822039,1.5728916784062068]}"
131,168.3000030517578,0.5515140295028687,0.024176057428121567,"{""type"":""Point"",""coordinates"":[-66.71811155654208,6.575902586475607]}"
132,139.5,0.44383934140205383,0.02154439315199852,"{""type"":""Point"",""coordinates"":[-66.89078819767418,-11.807902112478446]}"
