system:index,agc,age,biome,ecoregion,rate,stdev_agc,stdev_age,stdev_rate,.geo
258,30.879903086528174,25.01656744325401,4.0,336,1.0150967701602929,3.5331673998766164,4.30544914449163,0.06639205718879379,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,33.90281388100362,27.329086854244952,4.0,337,1.1154778872074378,4.970218391484007,5.733354661478382,0.14912768839814966,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,26.39146386570063,24.94752608699533,4.0,338,1.0152196279094894,4.938571798042052,3.8521144574500963,0.17290153470169756,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,31.58532216621097,26.53299434929867,4.0,339,1.0710459506040573,2.268470476397893,3.561200076039421,0.10299883818095419,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,20.981446533451454,19.844422001942636,4.0,340,0.6900444123516436,3.3306913777802207,5.788796088916785,0.05323192035522463,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,28.09894856366872,27.965819660523174,4.0,341,0.7745603493950166,2.6461711172249056,6.907601029907017,0.12942981378229015,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,28.76534096915089,29.007226027204528,4.0,342,1.0472063314469844,2.99486690601036,3.189987650823854,0.11111923838008866,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,25.686794434925268,33.47348369672146,4.0,343,0.6713272783295657,2.7003641192718626,5.008335450824722,0.08181204826074163,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,19.363400285952952,23.40732486055186,4.0,344,0.6209150223507296,4.101009690764689,6.857037366116953,0.16200636260289022,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,27.156807323046017,37.04732682812228,5.0,345,1.0978300027474635,2.3001075762198258,2.2094180587032453,0.12778774882452804,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,11.98362393457504,63.125715819613454,5.0,346,0.18205072944681938,7.507478516587064,19.495326155455405,0.11609799066131778,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,29.823907802989194,21.36512536222754,5.0,347,0.8536598071713163,2.788637568811941,5.281697782145995,0.15423853038594448,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,19.967378135995578,44.09133154909942,5.0,348,0.35031666650668114,10.334323446435057,15.708944306075338,0.19604063380549894,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,43.33889848861556,33.718585180713305,5.0,349,1.8417728795453658,12.165894155170406,3.426975983214815,0.6856534512821316,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,23.847680239313224,33.35241047000409,5.0,350,1.0722374738947007,3.29944806956105,2.02480995250471,0.17258400835160265,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,71.6155008599538,31.91499450441056,5.0,351,3.1582914447211947,10.365500944044125,2.834511551341877,0.4177525353828058,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,73.60645550596487,51.771065216248886,5.0,352,1.764688634574241,19.145601869435254,15.343773466151369,0.6815298183851582,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,19.724865913248696,48.870842197644656,5.0,353,0.3691868685885288,6.663618178821683,16.656893227722062,0.15022320140403353,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,33.4759129340158,61.08955118388503,5.0,354,0.551397296719254,17.91354250235132,23.353964563864437,0.3447925946517125,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,23.948701013388337,34.86002743484225,5.0,355,0.9432983601302901,3.68385511604645,2.426344117746518,0.18897045526472794,"{""type"":""MultiPoint"",""coordinates"":[]}"
