"","id","plot","lat","lon","age","agc_mgha"
"5658","LIT_5658",4196,34.25,102.9,40,0.2867
"5660","LIT_5660",4198,34.25,102.9,60,15.3079
"5661","LIT_5661",4197,34.25,102.9,40,1.786
"5665","LIT_5665",4199,34.2,102.92,30,0.3995
"5666","LIT_5666",4201,34.22,102.94,30,47.752
"5668","LIT_5668",4200,34.22,102.94,70,3.0503
"5670","LIT_5670",4202,34.2,102.96,25,20.0643
"5672","LIT_5672",4203,34.22,102.96,30,2.5756
"5674","LIT_5674",4204,34.22,102.96,70,44.3351
"5677","LIT_5677",4205,34.23,102.96,80,15.4348
"5678","LIT_5678",4210,34.2,103,100,112.7812
"5680","LIT_5680",4209,34.2,103,100,7.473
"5682","LIT_5682",4211,33.88,103.1,40,2.115
"5684","LIT_5684",4212,33.73,103.12,60,27.0344
"5686","LIT_5686",4213,33.6,103.15,80,9.7008
"5689","LIT_5689",4214,33.57,103.17,100,1.2361
"5690","LIT_5690",4215,33.6,103.17,90,56.9734
"5693","LIT_5693",4216,33.6,103.19,45,0.141
"5694","LIT_5694",4217,33.6,103.19,60,31.0905
"5697","LIT_5697",4219,33.55,103.21,80,101.05
"5698","LIT_5698",4220,33.57,103.21,50,0.5828
"5700","LIT_5700",4221,33.57,103.21,60,4.1172
"5703","LIT_5703",4222,33.45,103.24,60,1.1985
"5705","LIT_5705",4223,33.53,103.25,80,50.0174
"5707","LIT_5707",4224,33.58,103.25,45,0.2115
"5709","LIT_5709",4225,33.58,103.25,50,47.2585
"5710","LIT_5710",4228,33.57,103.26,90,63.7649
"5711","LIT_5711",4227,33.57,103.26,90,5.4003
"5712","LIT_5712",4226,33.57,103.26,20,0.47
"5718","LIT_5718",4230,33.75,103.27,60,45.2798
"5719","LIT_5719",4229,33.75,103.27,40,1.9129
"5721","LIT_5721",4231,33.53,103.28,90,13.0989
"5722","LIT_5722",4232,33.55,103.28,60,2.1244
"5724","LIT_5724",4233,33.75,103.29,80,17.9822
"5726","LIT_5726",4234,33.82,103.29,40,0.3196
"5729","LIT_5729",4235,33.55,103.3,60,22.5318
"5731","LIT_5731",4236,33.73,103.3,80,29.0695
"5732","LIT_5732",4237,33.47,103.32,100,6.3544
"5736","LIT_5736",4238,33.62,103.33,100,3.0503
"5737","LIT_5737",4239,33.62,103.33,100,31.4383
"5739","LIT_5739",4240,33.45,103.34,60,12.3751
"5740","LIT_5740",4241,33.47,103.34,70,0.8789
"5742","LIT_5742",4242,33.48,103.34,40,0.5452
"5744","LIT_5744",4243,33.48,103.34,46,2.35
"5747","LIT_5747",4244,33.48,103.34,100,45.8297
"5748","LIT_5748",4245,33.52,103.34,60,8.8971
"5750","LIT_5750",4246,33.55,103.34,80,26.8746
"5753","LIT_5753",4247,33.57,103.34,70,20.5061
"5754","LIT_5754",4248,33.58,103.34,55,85.3097
"5756","LIT_5756",4249,33.6,103.34,40,10.434
"5759","LIT_5759",4250,33.6,103.34,90,28.6418
"5761","LIT_5761",4251,33.82,103.34,100,3.5579
"5763","LIT_5763",4252,33.82,103.34,100,11.1578
"5767","LIT_5767",4255,33.45,103.35,30,3.9339
"5768","LIT_5768",4253,33.45,103.35,60,3.2477
"5769","LIT_5769",4254,33.45,103.35,60,3.7553
"5771","LIT_5771",4256,33.52,103.36,40,5.5977
"5772","LIT_5772",4257,33.52,103.36,80,5.8985
"5775","LIT_5775",4258,33.62,103.36,22,29.516
"5777","LIT_5777",4259,33.62,103.36,100,33.4264
"5778","LIT_5778",4260,33.32,103.37,60,0.9306
"5780","LIT_5780",4261,33.38,103.37,100,70.0582
"5783","LIT_5783",4262,33.82,103.38,80,10.4105
"5784","LIT_5784",4263,33.43,103.39,60,1.2737
"5786","LIT_5786",4264,33.45,103.39,60,0.9729
"5789","LIT_5789",4265,33.5,103.39,60,11.0121
"5790","LIT_5790",4266,33.4,103.41,60,15.886
"5792","LIT_5792",4267,33.43,103.41,100,39.5176
"5796","LIT_5796",4269,33.48,103.41,90,4.0937
"5797","LIT_5797",4268,33.48,103.41,90,3.3699
"5799","LIT_5799",4270,33.6,103.41,70,13.4561
"5800","LIT_5800",4272,33.82,103.42,60,15.0917
"5803","LIT_5803",4271,33.82,103.42,80,11.7923
"5804","LIT_5804",4273,33.32,103.45,100,109.8108
"5807","LIT_5807",4274,33.48,103.47,70,65.1702
"5808","LIT_5808",4275,33.5,103.47,60,4.4462
"5811","LIT_5811",4277,33.82,103.47,80,22.4331
"5813","LIT_5813",4276,33.82,103.47,40,0.329
"5814","LIT_5814",4284,33.52,103.51,100,33.3982
"5817","LIT_5817",4285,33.55,103.51,40,4.3334
"5818","LIT_5818",4286,33.55,103.51,100,69.8843
"5820","LIT_5820",4289,33.52,103.54,30,0.4794
"5823","LIT_5823",4292,33.47,103.56,60,4.1783
"5824","LIT_5824",4584,33.52,105.39,100,0.8507
"5825","LIT_5825",4585,33.52,105.39,100,152.5996
"5829","LIT_5829",4586,33.52,105.41,60,4.5637
"5831","LIT_5831",6251,25.75,113.75,54,70.077
"5832","LIT_5832",6253,25.5,113.78,35,81.2113
"5834","LIT_5834",6793,37,120,15,12.1448
"5837","LIT_5837",6270,28.9,113.8,31,59.0884
"5838","LIT_5838",6265,28.9,113.8,23,12.2153
"5839","LIT_5839",6263,28.9,113.8,11,0.1175
"5843","LIT_5843",6268,28.9,113.8,15,28.7546
"5844","LIT_5844",6269,28.9,113.8,23,41.7595
"5846","LIT_5846",6264,28.9,113.8,15,2.3453
"5847","LIT_5847",6266,28.9,113.8,18,14.3162
"5851","LIT_5851",6267,28.9,113.8,25,23.3449
"5853","LIT_5853",6284,28.78,114.07,21,12.9626
"5854","LIT_5854",5377,24.3,110.76,35,39.5975
"5857","LIT_5857",6753,26.9,118.8,40,183.4128
"5859","LIT_5859",5252,23.87,110.18,33,25.8453
"5863","LIT_5863",6746,41,118.6,39,45.5571
"5864","LIT_5864",6742,41,118.6,32,27.1096
"5865","LIT_5865",6743,41,118.6,34,30.5735
"5867","LIT_5867",6745,41,118.6,38,37.8632
"5870","LIT_5870",6747,41,118.6,40,46.9248
"5871","LIT_5871",6744,41,118.6,49,34.545
"5872","LIT_5872",4779,26.02,107.13,35,48.41
"5875","LIT_5875",4784,25.72,107.2,17,27.4433
"5876","LIT_5876",4795,25.83,107.32,24,29.6899
"5878","LIT_5878",6678,35.5,117.9,30,73.9357
"5880","LIT_5880",6717,28,118.3,30,92.2375
"5883","LIT_5883",6716,28,118.3,25,29.6476
"5885","LIT_5885",6718,27.5,118.4,35,146.9737
"5887","LIT_5887",6723,27.6,118.5,20,0.2914
"5888","LIT_5888",6726,27.6,118.5,20,0.5734
"5890","LIT_5890",6722,27.6,118.5,15,0.1504
"5892","LIT_5892",6725,27.6,118.5,20,0.4747
"5896","LIT_5896",6728,27.6,118.5,20,4.0796
"5897","LIT_5897",6724,27.6,118.5,6,0.4559
"5898","LIT_5898",6733,27.6,118.5,40,104.3776
"5899","LIT_5899",6727,27.6,118.5,30,1.7578
"5900","LIT_5900",6731,27.6,118.5,30,17.2114
"5901","LIT_5901",6732,27.6,118.5,30,38.2392
"5903","LIT_5903",6730,27.6,118.5,30,10.6784
"5907","LIT_5907",6729,27.6,118.5,30,4.2347
"5910","LIT_5910",6734,27.9,118.5,25,39.8607
"5913","LIT_5913",6735,28,118.5,25,82.4521
"5915","LIT_5915",4112,23.12,100.51,12,28.86176
"5916","LIT_5916",4113,23.12,100.51,12,38.976865
"5918","LIT_5918",4115,23.12,100.51,42,60.75549
"5921","LIT_5921",4114,23.12,100.51,23,48.699285
"5923","LIT_5923",5143,26.87,109.63,25,14.0154
"5925","LIT_5925",6951,41.9,125.1,17,14.0624
"5927","LIT_5927",6950,41.9,125.1,17,6.1382
"5928","LIT_5928",6752,40.5,118.7,26,32.1527
"5929","LIT_5929",6750,40.5,118.7,29,4.4697
"5933","LIT_5933",6751,40.5,118.7,26,15.933
"5934","LIT_5934",6757,40.4,118.9,32,26.7148
"5935","LIT_5935",6756,40.4,118.9,28,17.6485
"5938","LIT_5938",6754,40.4,118.9,53,11.0168
"5939","LIT_5939",6755,40.4,118.9,19,13.6347
"5942","LIT_5942",4686,26.88,106.38,19,24.9617
"5944","LIT_5944",4688,26.5,106.4,20,5.9972
"5945","LIT_5945",4689,26.5,106.4,25,14.4901
"5949","LIT_5949",4866,33.5,108,33,79.0634
"5950","LIT_5950",4863,33.5,108,52,59.3046
"5951","LIT_5951",4864,33.5,108,23,63.6662
"5952","LIT_5952",4865,33.5,108,52,65.0245
"5955","LIT_5955",4859,33.5,108,30,43.4515
"5960","LIT_5960",4860,33.5,108,43,44.6171
"5961","LIT_5961",4862,33.5,108,55,58.2471
"5962","LIT_5962",4861,33.5,108,58,47.3948
"5963","LIT_5963",4867,33.5,108,32,79.2467
"5966","LIT_5966",4868,33.5,108,32,79.7026
"5968","LIT_5968",6069,36.5,112.3,55,59.2811
"5971","LIT_5971",4978,21.7,108.5,30,5.5366
"5972","LIT_5972",4979,21.7,108.5,10,6.4625
"5974","LIT_5974",4976,21.7,108.5,10,0.6909
"5975","LIT_5975",4977,21.7,108.5,15,2.115
"5978","LIT_5978",4981,21.9,108.5,15,9.9217
"5979","LIT_5979",4980,21.9,108.5,15,7.05
"5983","LIT_5983",4982,21.9,108.5,15,30.3573
"5984","LIT_5984",4961,21.7,108.4,50,1.7531
"5986","LIT_5986",4962,21.7,108.4,15,31.067
"5990","LIT_5990",4959,21.7,108.4,10,0.0282
"5991","LIT_5991",4963,21.7,108.4,60,44.227
"5992","LIT_5992",4960,21.7,108.4,40,1.2314
"5996","LIT_5996",4965,21.8,108.4,10,3.3182
"5997","LIT_5997",4964,21.8,108.4,30,1.1045
"5999","LIT_5999",4966,21.8,108.4,40,40.4388
"6001","LIT_6001",5431,25.6,110.94,45,56.4611
"6002","LIT_6002",5432,26.25,110.94,45,23.8008
"6004","LIT_6004",5441,26.32,111,50,51.7141
"6006","LIT_6006",6955,41.4,126,60,129.4474
"6007","LIT_6007",6954,41.4,126,60,84.1911
"6010","LIT_6010",4678,27.7,106.31,13,17.8694
"6013","LIT_6013",4687,27.75,106.39,14,21.6106
"6015","LIT_6015",5142,25.1,109.63,44,102.0229
"6017","LIT_6017",5146,25.3,109.69,45,70.6222
"6019","LIT_6019",5152,25.45,109.75,43,34.8834
"6020","LIT_6020",4892,25.77,108.13,25,53.1664
"6022","LIT_6022",4893,25.8,108.13,41,90.0426
"6024","LIT_6024",4901,25.73,108.17,50,107.7193
"6027","LIT_6027",4902,25.77,108.17,40,39.4001
"6028","LIT_6028",4929,25.83,108.21,35,33.4687
"6031","LIT_6031",4939,25.8,108.29,30,30.8978
"6032","LIT_6032",4952,25.98,108.32,45,44.4667
"6034","LIT_6034",4953,26.3,108.32,50,23.5611
"6037","LIT_6037",4956,26.27,108.36,50,38.5024
"6039","LIT_6039",4967,26.33,108.4,70,55.2203
"6041","LIT_6041",4973,26.42,108.47,20,43.5784
"6043","LIT_6043",4975,26.3,108.48,40,40.843
"6044","LIT_6044",4984,25.9,108.53,20,40.4388
"6046","LIT_6046",4991,26.08,108.6,70,69.8655
"6049","LIT_6049",5008,25.45,108.61,62,24.9147
"6051","LIT_6051",5014,25.38,108.67,20,43.2541
"6052","LIT_6052",5055,25.17,108.8,52,52.6118
"6054","LIT_6054",5060,25.3,108.86,47,53.8479
"6057","LIT_6057",5068,25.45,108.91,73,49.4017
"6058","LIT_6058",5069,25.17,108.92,57,82.1043
"6060","LIT_6060",5070,25.23,108.92,13,26.9827
"6063","LIT_6063",5074,25.23,109.03,62,44.3633
"6065","LIT_6065",5075,25.3,109.03,53,48.0105
"6066","LIT_6066",5077,25.23,109.09,39,45.0401
"6067","LIT_6067",5076,25.23,109.09,63,35.7482
"6071","LIT_6071",5082,25.38,109.15,45,38.9207
"6072","LIT_6072",5090,25.45,109.27,16,32.4394
"6074","LIT_6074",5109,25.38,109.33,14,48.2549
"6076","LIT_6076",5977,36.7,112,40,3.5438
"6078","LIT_6078",5981,36.7,112,40,5.2922
"6080","LIT_6080",5979,36.7,112,23,4.2911
"6083","LIT_6083",5983,36.7,112,45,23.9935
"6086","LIT_6086",5976,36.7,112,50,37.5577
"6087","LIT_6087",5978,36.7,112,23,3.5532
"6088","LIT_6088",5980,36.7,112,20,4.9914
"6089","LIT_6089",5982,36.7,112,27,10.0016
"6092","LIT_6092",4829,25.75,107.8,15,26.931
"6095","LIT_6095",4839,26.02,107.93,46,84.318
"6096","LIT_6096",4844,25.58,107.96,30,35.7999
"6098","LIT_6098",4854,26.08,108,15,34.6954
"6100","LIT_6100",4873,26.08,108.04,40,84.2287
"6103","LIT_6103",4875,25.75,108.05,20,41.9287
"6105","LIT_6105",4876,25.8,108.05,50,144.8775
"6107","LIT_6107",4880,26.05,108.08,60,48.4805
"6109","LIT_6109",4885,25.75,108.09,36,70.8713
"6110","LIT_6110",4886,25.8,108.09,50,136.1637
"6113","LIT_6113",4891,26.02,108.12,25,54.2756
"6115","LIT_6115",4905,26.02,108.2,40,76.1165
"6117","LIT_6117",5235,29.3,110.1,20,8.413
"6119","LIT_6119",5232,29.3,110.1,20,3.2618
"6122","LIT_6122",5223,29.3,110.1,50,0.5123
"6125","LIT_6125",5216,29.3,110.1,50,0.1222
"6128","LIT_6128",5231,29.3,110.1,20,3.1349
"6129","LIT_6129",5222,29.3,110.1,80,0.4747
"6130","LIT_6130",5220,29.3,110.1,50,0.2867
"6131","LIT_6131",5215,29.3,110.1,50,0.0987
"6132","LIT_6132",5234,29.3,110.1,60,8.272
"6134","LIT_6134",5227,29.3,110.1,80,0.987
"6136","LIT_6136",5228,29.3,110.1,80,1.3489
"6137","LIT_6137",5237,29.3,110.1,80,19.2606
"6140","LIT_6140",5217,29.3,110.1,50,0.1504
"6143","LIT_6143",5236,29.3,110.1,20,9.0616
"6145","LIT_6145",5229,29.3,110.1,20,1.7766
"6147","LIT_6147",5230,29.3,110.1,80,1.8847
"6149","LIT_6149",5233,29.3,110.1,80,7.8208
"6150","LIT_6150",5226,29.3,110.1,50,0.8648
"6152","LIT_6152",5224,29.3,110.1,80,0.6439
"6155","LIT_6155",5221,29.3,110.1,80,0.423
"6156","LIT_6156",5225,29.3,110.1,80,0.7896
"6160","LIT_6160",5219,29.3,110.1,50,0.1645
"6161","LIT_6161",5218,29.3,110.1,50,0.1551
"6162","LIT_6162",5245,29.78,110.13,55,83.5002
"6165","LIT_6165",5123,25.45,109.51,35,29.2575
"6166","LIT_6166",5128,25.67,109.57,41,30.1834
"6169","LIT_6169",5209,25.67,110.1,35,56.6632
"6171","LIT_6171",4987,26.92,108.58,32,17.5874
"6173","LIT_6173",5026,26.98,108.74,19,18.1608
"6175","LIT_6175",5058,26.92,108.83,24,33.4875
"6178","LIT_6178",6532,31.5,115,86,12.2717
"6180","LIT_6180",6533,31.5,115,86,28.0966
"6181","LIT_6181",6531,31.5,115,30,4.7517
"6182","LIT_6182",6541,31.5,115.5,30,1.7061
"6185","LIT_6185",6542,31.5,115.5,89,62.1387
"6187","LIT_6187",6562,25,116.4,60,73.4986
"6189","LIT_6189",6563,25,116.4,30,99.3157
"6190","LIT_6190",4816,21.92,107.65,16,31.2832
"6192","LIT_6192",4820,21.85,107.71,41,82.9926
"6195","LIT_6195",4888,21.98,108.1,48,37.7034
"6196","LIT_6196",5121,21.28,109.43,30,12.755048
"6198","LIT_6198",5200,35.97,110,38,27.4104
"6201","LIT_6201",5327,36.4,110.55,31,10.716
"6203","LIT_6203",5359,36.38,110.6,41,25.2578
"6204","LIT_6204",5362,36.27,110.64,56,30.8602
"6207","LIT_6207",5376,36.87,110.71,21,17.8365
"6208","LIT_6208",5381,36.03,110.8,11,7.1675
"6210","LIT_6210",5385,38.13,110.89,28,41.8347
"6212","LIT_6212",5423,36.13,110.91,60,27.5608
"6215","LIT_6215",5427,36.15,110.93,23,16.2197
"6217","LIT_6217",5435,36.1,110.96,76,40.8383
"6218","LIT_6218",5436,36.27,110.96,56,25.1403
"6220","LIT_6220",5437,35.82,110.98,42,19.1384
"6222","LIT_6222",5444,36.27,111,35,18.8658
"6225","LIT_6225",5445,36.03,111.02,46,12.032
"6226","LIT_6226",5446,36.15,111.02,67,29.8309
"6228","LIT_6228",5447,36.18,111.02,29,15.9424
"6231","LIT_6231",5448,36.05,111.04,36,13.489
"6233","LIT_6233",5449,36.17,111.04,49,22.4002
"6235","LIT_6235",5451,36.08,111.07,56,18.7013
"6237","LIT_6237",5452,36.12,111.07,56,38.9348
"6238","LIT_6238",5457,36.9,111.11,51,31.1798
"6240","LIT_6240",5458,36.93,111.11,53,43.5032
"6242","LIT_6242",5459,37.03,111.11,45,37.2193
"6245","LIT_6245",5460,37.03,111.11,73,51.042
"6246","LIT_6246",5461,37.05,111.11,46,40.9511
"6249","LIT_6249",5462,37.12,111.11,76,40.2367
"6250","LIT_6250",5464,36.78,111.13,51,55.2532
"6252","LIT_6252",5465,36.82,111.13,55,49.4252
"6255","LIT_6255",5466,37.22,111.14,59,20.7411
"6257","LIT_6257",5471,36.7,111.18,54,44.0296
"6259","LIT_6259",5472,37.13,111.18,35,16.0552
"6261","LIT_6261",5473,37.22,111.18,87,60.9684
"6262","LIT_6262",5474,37.28,111.18,37,20.163
"6264","LIT_6264",5476,36.52,111.2,49,45.8109
"6267","LIT_6267",5477,36.58,111.2,37,32.7872
"6269","LIT_6269",5478,36.77,111.2,51,31.866
"6271","LIT_6271",5479,36.8,111.2,45,38.7985
"6272","LIT_6272",5480,36.83,111.2,52,31.2456
"6275","LIT_6275",5481,37.05,111.2,24,28.2987
"6277","LIT_6277",5482,37.08,111.2,31,19.646
"6279","LIT_6279",5483,37.12,111.2,59,22.9266
"6280","LIT_6280",5484,36.45,111.22,29,12.6806
"6283","LIT_6283",5485,36.6,111.22,58,39.0476
"6285","LIT_6285",5486,36.63,111.22,38,22.0383
"6287","LIT_6287",5487,37.12,111.23,61,28.3222
"6288","LIT_6288",5488,37.25,111.23,43,16.2761
"6291","LIT_6291",5489,37.3,111.23,53,14.3397
"6292","LIT_6292",5490,37.3,111.23,45,18.6731
"6294","LIT_6294",5492,36.37,111.25,41,20.8962
"6297","LIT_6297",5493,36.43,111.25,57,45.6088
"6298","LIT_6298",5494,37.05,111.25,73,53.8385
"6300","LIT_6300",5495,37.08,111.25,65,26.1837
"6303","LIT_6303",5496,37.12,111.25,38,21.6294
"6304","LIT_6304",5497,37.22,111.25,36,26.9968
"6306","LIT_6306",5498,37.27,111.25,61,55.1216
"6308","LIT_6308",5499,38.1,111.25,48,28.0496
"6311","LIT_6311",5500,36.67,111.27,34,27.7488
"6313","LIT_6313",5501,37.07,111.27,51,44.227
"6315","LIT_6315",5502,36.33,111.29,40,24.2285
"6316","LIT_6316",5503,36.42,111.29,50,39.4612
"6318","LIT_6318",5504,36.73,111.29,37,16.5769
"6321","LIT_6321",5505,37.05,111.29,74,24.2943
"6323","LIT_6323",5506,37.08,111.29,66,54.8349
"6325","LIT_6325",5586,36.48,111.31,32,25.8688
"6326","LIT_6326",5587,37.07,111.31,61,32.2138
"6329","LIT_6329",5588,37.1,111.31,71,69.3861
"6330","LIT_6330",5589,37.35,111.32,33,20.5484
"6332","LIT_6332",5590,37.4,111.32,74,54.6798
"6334","LIT_6334",5591,37.9,111.32,58,21.2111
"6337","LIT_6337",5592,38.08,111.32,36,38.6152
"6339","LIT_6339",5593,38.18,111.32,37,36.4438
"6340","LIT_6340",5594,38.22,111.32,54,23.8854
"6342","LIT_6342",5595,38.25,111.32,31,33.6802
"6345","LIT_6345",5597,37.4,111.34,69,14.8614
"6347","LIT_6347",5598,38.13,111.34,45,42.9721
"6348","LIT_6348",5599,38.2,111.34,36,27.0673
"6350","LIT_6350",5601,34.98,111.35,33,23.1146
"6353","LIT_6353",5603,36.45,111.36,40,25.1074
"6355","LIT_6355",5604,37.4,111.36,18,18.3676
"6357","LIT_6357",5605,37.9,111.36,62,20.2617
"6359","LIT_6359",5606,37.93,111.36,51,40.7678
"6360","LIT_6360",5607,38.08,111.36,31,15.557
"6363","LIT_6363",5608,34.97,111.37,30,28.2893
"6364","LIT_6364",5609,38.25,111.37,52,27.9368
"6367","LIT_6367",5610,38.37,111.37,29,20.0079
"6368","LIT_6368",5611,38.43,111.37,50,32.2185
"6370","LIT_6370",5612,38.47,111.37,37,27.7018
"6372","LIT_6372",5613,37.12,111.38,36,23.1334
"6374","LIT_6374",5614,37.2,111.38,43,34.7941
"6377","LIT_6377",5615,37.3,111.38,56,17.296
"6379","LIT_6379",5616,37.37,111.38,65,33.6661
"6381","LIT_6381",5617,37.48,111.38,24,25.3659
"6382","LIT_6382",5618,37.67,111.39,35,37.3932
"6384","LIT_6384",5619,37.85,111.39,32,31.161
"6387","LIT_6387",5620,38.35,111.39,48,29.3327
"6389","LIT_6389",5621,38.45,111.39,68,34.4228
"6390","LIT_6390",5624,37.42,111.41,48,30.1599
"6393","LIT_6393",5625,38.4,111.41,42,22.6399
"6394","LIT_6394",5626,34.97,111.42,42,49.3359
"6397","LIT_6397",5627,37.48,111.43,48,22.8091
"6399","LIT_6399",5628,37.7,111.43,55,55.2673
"6401","LIT_6401",5629,37.98,111.43,41,22.7668
"6402","LIT_6402",5630,38.32,111.43,47,26.2448
"6405","LIT_6405",5631,38.35,111.43,32,51.0044
"6407","LIT_6407",5632,38.38,111.43,51,25.3988
"6408","LIT_6408",5633,34.97,111.44,46,34.169
"6411","LIT_6411",5634,35.33,111.44,57,40.6456
"6413","LIT_6413",5635,37.67,111.45,48,23.0629
"6414","LIT_6414",5636,37.68,111.45,52,54.2051
"6417","LIT_6417",5637,37.72,111.45,66,23.0394
"6419","LIT_6419",5638,37.75,111.45,54,22.8749
"6420","LIT_6420",5640,35.07,111.46,41,17.0704
"6422","LIT_6422",5641,37.97,111.46,45,20.7223
"6425","LIT_6425",5642,38.38,111.46,36,17.39
"6427","LIT_6427",5643,34.98,111.48,52,23.7961
"6429","LIT_6429",5644,35.07,111.48,65,79.0164
"6431","LIT_6431",5645,37.7,111.48,88,41.1861
"6433","LIT_6433",5646,37.73,111.48,51,22.2545
"6435","LIT_6435",5647,37.77,111.48,38,39.8278
"6436","LIT_6436",5648,38.07,111.48,36,26.1743
"6438","LIT_6438",5668,35.03,111.5,61,32.8812
"6441","LIT_6441",5669,37.37,111.5,24,28.4209
"6443","LIT_6443",5670,37.68,111.5,19,13.207
"6445","LIT_6445",5671,37.72,111.5,56,58.2471
"6447","LIT_6447",5675,37.57,111.52,70,32.289
"6449","LIT_6449",5676,37.67,111.52,39,36.6459
"6450","LIT_6450",5677,37.7,111.52,48,22.6258
"6453","LIT_6453",5678,37.92,111.52,71,59.7887
"6454","LIT_6454",5679,37.72,111.54,41,44.6218
"6457","LIT_6457",5681,37.87,111.55,61,39.6022
"6458","LIT_6458",5682,37.9,111.55,66,34.827
"6460","LIT_6460",5683,37.97,111.55,40,18.9645
"6463","LIT_6463",5684,35.15,111.57,61,36.3404
"6465","LIT_6465",5685,35.2,111.57,30,22.1558
"6466","LIT_6466",5686,37.48,111.57,40,32.3877
"6469","LIT_6469",5687,37.52,111.57,26,37.6282
"6470","LIT_6470",5688,37.67,111.57,71,28.1624
"6472","LIT_6472",5689,37.75,111.57,61,44.4103
"6475","LIT_6475",5690,37.77,111.57,51,19.2935
"6477","LIT_6477",5691,37.85,111.57,42,19.1337
"6479","LIT_6479",5692,37.93,111.57,33,27.1613
"6481","LIT_6481",5693,35.03,111.59,45,31.9929
"6483","LIT_6483",5694,37.47,111.59,62,47.7285
"6485","LIT_6485",5695,37.5,111.59,61,21.6059
"6486","LIT_6486",5696,37.65,111.59,61,56.0522
"6489","LIT_6489",5697,37.78,111.59,46,37.036
"6490","LIT_6490",5698,37.87,111.59,42,37.9008
"6493","LIT_6493",5699,37.93,111.59,37,30.1599
"6494","LIT_6494",5773,35.05,111.6,51,91.3116
"6496","LIT_6496",5774,37.52,111.61,62,51.8363
"6499","LIT_6499",5775,37.73,111.61,42,27.7347
"6501","LIT_6501",5776,38.52,111.62,38,30.0706
"6503","LIT_6503",5777,37.57,111.63,46,20.6894
"6505","LIT_6505",5778,37.65,111.63,66,28.4585
"6506","LIT_6506",5779,35.32,111.64,17,15.087
"6508","LIT_6508",5780,37.75,111.64,57,39.2403
"6510","LIT_6510",5781,35.13,111.66,24,16.9247
"6513","LIT_6513",5782,37.55,111.66,54,34.8317
"6515","LIT_6515",5783,37.63,111.66,52,21.4226
"6517","LIT_6517",5784,37.7,111.66,58,25.4834
"6519","LIT_6519",5785,37.73,111.66,56,34.028
"6520","LIT_6520",5786,37.77,111.66,47,33.6191
"6523","LIT_6523",5787,36.3,111.67,50,15.2186
"6524","LIT_6524",5788,35.38,111.68,68,50.6049
"6527","LIT_6527",5789,37.48,111.68,44,52.3909
"6528","LIT_6528",5790,37.53,111.68,56,53.58
"6531","LIT_6531",5791,37.57,111.68,46,37.6705
"6533","LIT_6533",5792,37.72,111.68,65,49.209
"6534","LIT_6534",5853,37.42,111.7,32,16.3983
"6536","LIT_6536",5854,37.47,111.7,53,35.2876
"6539","LIT_6539",5855,37.52,111.7,70,43.2353
"6541","LIT_6541",5856,37.55,111.7,53,24.9711
"6542","LIT_6542",5857,37.58,111.7,47,25.3236
"6544","LIT_6544",5858,37.63,111.7,52,31.772
"6546","LIT_6546",5859,37.7,111.7,51,15.6322
"6548","LIT_6548",5860,37.73,111.7,56,27.0438
"6551","LIT_6551",5861,37.8,111.7,56,18.6355
"6553","LIT_6553",5862,37.47,111.72,52,31.8096
"6555","LIT_6555",5863,37.5,111.72,61,32.6274
"6556","LIT_6556",5864,35.35,111.73,25,11.609
"6558","LIT_6558",5865,37.65,111.73,56,23.4906
"6560","LIT_6560",5866,38.62,111.73,42,20.8022
"6563","LIT_6563",5867,37.47,111.75,41,27.918
"6564","LIT_6564",5868,37.48,111.75,64,37.8867
"6566","LIT_6566",5869,37.58,111.75,56,19.2512
"6568","LIT_6568",5870,37.63,111.75,56,42.9439
"6571","LIT_6571",5871,37.77,111.75,61,44.7816
"6572","LIT_6572",5875,37.47,111.77,52,17.954
"6574","LIT_6574",5876,38.65,111.78,37,31.0341
"6576","LIT_6576",5877,38.73,111.78,60,61.3491
"6579","LIT_6579",5878,35.3,111.79,36,15.6886
"6581","LIT_6581",5879,35.37,111.79,65,39.95
"6582","LIT_6582",5880,35.45,111.79,58,37.9478
"6584","LIT_6584",5881,37.48,111.79,57,33.3559
"6586","LIT_6586",5882,37.52,111.79,50,23.4295
"6589","LIT_6589",5883,37.75,111.79,59,22.1605
"6590","LIT_6590",5884,37.47,111.81,62,31.7814
"6592","LIT_6592",5885,37.65,111.82,54,25.2672
"6595","LIT_6595",5886,37.68,111.82,33,15.5053
"6597","LIT_6597",5887,37.75,111.82,66,17.6814
"6599","LIT_6599",5890,38.65,111.83,44,17.0046
"6601","LIT_6601",5891,38.68,111.83,48,16.5205
"6602","LIT_6602",5892,38.77,111.83,64,41.172
"6604","LIT_6604",5893,35.37,111.84,61,57.8006
"6606","LIT_6606",5894,35.48,111.84,52,21.6999
"6608","LIT_6608",5895,35.55,111.84,70,13.7099
"6610","LIT_6610",5896,37.48,111.84,52,24.2003
"6613","LIT_6613",5897,37.63,111.84,50,20.8022
"6614","LIT_6614",5898,37.7,111.84,62,28.1577
"6616","LIT_6616",5899,37.73,111.84,59,27.965
"6619","LIT_6619",5900,37.77,111.84,51,41.2284
"6621","LIT_6621",5901,36.48,111.85,45,26.7665
"6623","LIT_6623",5902,38.63,111.85,54,38.3003
"6625","LIT_6625",5903,38.7,111.85,52,28.5149
"6626","LIT_6626",5904,38.75,111.85,61,42.3799
"6628","LIT_6628",5905,38.78,111.85,65,34.7753
