"","id","plot","lat","lon","age","agc_mgha"
"1","LIT_1",1785,43.616667,142.083333,9,8.695
"2","LIT_2",1785,43.616667,142.083333,10,10.716
"3","LIT_3",1785,43.616667,142.083333,12,14.946
"4","LIT_4",1785,43.616667,142.083333,11,12.408
"5","LIT_5",1786,43.616667,142.083333,16,25.944
"6","LIT_6",1785,43.616667,142.083333,13,16.685
"7","LIT_7",1786,43.616667,142.083333,9,7.097
"8","LIT_8",1786,43.616667,142.083333,14,22.09
"9","LIT_9",1785,43.616667,142.083333,14,20.962
"10","LIT_10",1685,43.616667,142.083333,9,4.653
"11","LIT_11",1786,43.616667,142.083333,15,23.876
"12","LIT_12",1786,43.616667,142.083333,13,17.625
"13","LIT_13",1785,43.616667,142.083333,15,23.077
"14","LIT_14",1785,43.616667,142.083333,16,26.179
"15","LIT_15",1685,43.616667,142.083333,15,13.254
"16","LIT_16",1786,43.616667,142.083333,12,14.899
"17","LIT_17",1786,43.616667,142.083333,11,12.079
"18","LIT_18",1685,43.616667,142.083333,11,6.486
"19","LIT_19",1685,43.616667,142.083333,14,11.703
"20","LIT_20",1685,43.616667,142.083333,12,7.943
"21","LIT_21",1685,43.616667,142.083333,10,5.217
"22","LIT_22",1786,43.616667,142.083333,10,10.105
"23","LIT_23",1685,43.616667,142.083333,13,9.212
"24","LIT_24",1686,43.516667,141.633333,14,18.659
"25","LIT_25",1686,43.516667,141.633333,19,31.349
"26","LIT_26",1686,43.516667,141.633333,11,11.562
"27","LIT_27",1686,43.516667,141.633333,12,14.1
"28","LIT_28",1686,43.516667,141.633333,10,9.165
"29","LIT_29",1686,43.516667,141.633333,15,19.834
"30","LIT_30",1686,43.516667,141.633333,17,25.474
"31","LIT_31",1686,43.516667,141.633333,13,16.638
"32","LIT_32",1686,43.516667,141.633333,18,27.307
"33","LIT_33",1686,43.516667,141.633333,16,23.265
"34","LIT_34",1787,44.35,143.05,26,26.461
"35","LIT_35",1688,44.35,143.05,22,26.179
"36","LIT_36",1688,44.35,143.05,34,51.935
"37","LIT_37",1787,44.35,143.05,20,18.142
"38","LIT_38",1688,44.35,143.05,20,21.291
"39","LIT_39",1787,44.35,143.05,22,19.928
"40","LIT_40",1688,44.35,143.05,32,48.222
"41","LIT_41",1688,44.35,143.05,26,35.391
"42","LIT_42",1787,44.35,143.05,34,39.715
"43","LIT_43",1688,44.35,143.05,28,39.245
"44","LIT_44",1688,44.35,143.05,24,31.02
"45","LIT_45",1787,44.35,143.05,30,33.558
"46","LIT_46",1787,44.35,143.05,28,29.798
"47","LIT_47",1787,44.35,143.05,24,22.936
"48","LIT_48",1688,44.35,143.05,30,44.932
"49","LIT_49",1787,44.35,143.05,32,36.519
"50","LIT_50",1690,43.266667,141.866667,22,25.333
"51","LIT_51",9419,43.266667,141.866667,72,56.494
"52","LIT_52",1690,43.266667,141.866667,26,33.511
"53","LIT_53",1690,43.266667,141.866667,24,29.657
"54","LIT_54",9420,43.266667,141.866667,100,115.385
"55","LIT_55",9420,43.266667,141.866667,94,105.186
"56","LIT_56",9420,43.266667,141.866667,92,103.823
"57","LIT_57",1690,43.266667,141.866667,20,21.385
"58","LIT_58",9418,43.266667,141.866667,70,35.485
"59","LIT_59",9419,43.266667,141.866667,64,47.799
"60","LIT_60",9418,43.266667,141.866667,64,31.584
"61","LIT_61",9419,43.266667,141.866667,62,46.06
"62","LIT_62",9418,43.266667,141.866667,76,40.702
"63","LIT_63",9418,43.266667,141.866667,74,38.728
"64","LIT_64",9418,43.266667,141.866667,62,29.751
"65","LIT_65",9419,43.266667,141.866667,68,52.405
"66","LIT_66",9420,43.266667,141.866667,98,111.155
"67","LIT_67",9418,43.266667,141.866667,68,33.699
"68","LIT_68",9418,43.266667,141.866667,72,36.895
"69","LIT_69",9419,43.266667,141.866667,76,60.724
"70","LIT_70",9419,43.266667,141.866667,66,49.961
"71","LIT_71",9420,43.266667,141.866667,96,111.155
"72","LIT_72",9420,43.266667,141.866667,90,100.439
"73","LIT_73",9419,43.266667,141.866667,70,55.131
"74","LIT_74",9418,43.266667,141.866667,66,31.772
"75","LIT_75",9419,43.266667,141.866667,74,58.468
"80","LIT_80",2748,18.583333,-95.083333,10,0.9
"83","LIT_83",9394,18.583333,-95.083333,0.5,0.9
"87","LIT_87",2751,18.583333,-95.083333,20,120.6
"93","LIT_93",2752,18.583333,-95.083333,26,94.7
"99","LIT_99",9396,18.583333,-95.083333,8,9.9
"101","LIT_101",9395,18.583333,-95.083333,4,18.3
"118","LIT_118",9351,18.583333,-95.083333,50,130.2
"121","LIT_121",2749,18.583333,-95.083333,16,127.5
"126","LIT_126",2750,18.583333,-95.083333,20,35.3
"143","LIT_143",2747,18.583333,-95.083333,8,45.4
"145","LIT_145",2753,18.583333,-95.083333,30,116
"152","LIT_152",2756,-2.983333,-47.516667,23,22
"156","LIT_156",9782,29.46,121.66,40,33.276
"157","LIT_157",2757,29.46,121.66,2,2.115
"158","LIT_158",9784,29.46,121.66,60,39.292
"161","LIT_161",2758,29.46,121.66,10,7.191
"164","LIT_164",2759,29.46,121.66,25,41.971
"165","LIT_165",1692,0.258333,34.875,63,184.052
"166","LIT_166",1694,0.258333,34.875,10,55.742
"167","LIT_167",1693,0.258333,34.875,33,94.658
"168","LIT_168",1702,-3.7,-79.7,5,19.646
"171","LIT_171",1701,-3.7,-79.7,1,1.269
"175","LIT_175",1704,-3.7,-79.7,40,74.401
"176","LIT_176",1703,-3.7,-79.7,12,51.794
"182","LIT_182",1706,-4.5,-79.1,15,33.652
"183","LIT_183",1707,-4.5,-79.1,40,49.115
"185","LIT_185",1705,-4.5,-79.1,2,8.601
"189","LIT_189",2767,3.433333,11.708333,17,115.197
"190","LIT_190",2761,3.433333,11.708333,2,7.52
"191","LIT_191",2764,3.433333,11.708333,8,61.006
"192","LIT_192",2765,4.158333,11.416667,8,87.843
"193","LIT_193",2768,4.158333,11.416667,17,118.346
"194","LIT_194",2762,4.158333,11.416667,2,0
"195","LIT_195",1575,10.424794,123.752959,26,120.02
"196","LIT_196",1572,10.424794,123.752959,5,33.42
"200","LIT_200",1574,10.424794,123.752959,16,111.81
"205","LIT_205",1573,10.424794,123.752959,8,74.18
"211","LIT_211",641,-10.316667,-62.766667,5,27.542
"212","LIT_212",643,-10.316667,-62.766667,3,24.017
"213","LIT_213",642,-10.316667,-62.766667,3,22.325
"214","LIT_214",640,-10.316667,-62.766667,9,55.037
"215","LIT_215",639,-10.316667,-62.766667,11,43.992
"216","LIT_216",637,-10.316667,-62.766667,18,96.068
"217","LIT_217",638,-10.316667,-62.766667,16,70.453
"218","LIT_218",644,-10.316667,-62.766667,2,4.371
"222","LIT_222",2770,5,115.083333,5,0
"223","LIT_223",2771,5,115.083333,8,25.29728
"224","LIT_224",2769,5,115.083333,2,0
"231","LIT_231",2773,7.5,3.9,15,57.998
"238","LIT_238",2795,18.33,-65.73,60,50.29
"240","LIT_240",2791,18.33,-65.73,7,0.15980000188
"242","LIT_242",2793,18.33,-65.73,22,9.87
"243","LIT_243",2794,18.33,-65.73,25,14.1
"245","LIT_245",2792,18.33,-65.73,12,2.82
"249","LIT_249",2787,18.334,-65.7553,25,12.69
"250","LIT_250",2788,18.334,-65.7553,35,41.36
"251","LIT_251",2789,18.334,-65.7553,60,30.55
"254","LIT_254",2786,18.334,-65.7553,22,7.52
"255","LIT_255",2785,18.334,-65.7553,7,0.1598
"260","LIT_260",2796,53.5,66,10,5.64
"261","LIT_261",2797,53.5,66,20,23.97
"262","LIT_262",2800,53.5,66,50,67.68
"266","LIT_266",2798,53.5,66,30,39.95
"267","LIT_267",2799,53.5,66,40,54.99
"269","LIT_269",2807,44.833333,-64.783333,6,0
"270","LIT_270",2809,44.833333,-64.783333,8,0
"274","LIT_274",9792,44.833333,-64.783333,75,67.68
"275","LIT_275",2808,44.833333,-64.783333,6,0
"279","LIT_279",2811,44.833333,-64.783333,11,3.384
"281","LIT_281",2806,44.833333,-64.783333,5,0
"284","LIT_284",2801,44.833333,-64.783333,1,0
"288","LIT_288",9790,44.833333,-64.783333,63,75.2
"289","LIT_289",9788,44.833333,-64.783333,50,65.33
"290","LIT_290",2815,44.833333,-64.783333,30,49.35
"291","LIT_291",2813,44.833333,-64.783333,13,7.99
"293","LIT_293",2812,44.833333,-64.783333,12,5.17
"295","LIT_295",2814,44.833333,-64.783333,20,28.67
"296","LIT_296",9786,44.833333,-64.783333,40,55.46
"298","LIT_298",2810,44.833333,-64.783333,8,0
"299","LIT_299",9787,44.833333,-64.783333,40,40.89
"300","LIT_300",9791,44.833333,-64.783333,75,44.65
"301","LIT_301",9789,44.833333,-64.783333,60,56.87
"304","LIT_304",2805,44.833333,-64.783333,3,0
"305","LIT_305",2804,44.833333,-64.783333,2,0
"306","LIT_306",2802,44.833333,-64.783333,1,0
"311","LIT_311",2803,44.833333,-64.783333,2,0
"314","LIT_314",2816,43.933333,-71.75,1,0.611
"316","LIT_316",2816,43.933333,-71.75,6,14.0436
"318","LIT_318",2816,43.933333,-71.75,5,12.9391
"319","LIT_319",2816,43.933333,-71.75,4,8.1874
"320","LIT_320",2816,43.933333,-71.75,2,2.5239
"322","LIT_322",2816,43.933333,-71.75,3,5.9173
"324","LIT_324",2817,43.941667,-71.745278,2,0
"327","LIT_327",2817,43.941667,-71.745278,1,0
"328","LIT_328",2817,43.941667,-71.745278,5,0
"332","LIT_332",2817,43.941667,-71.745278,3,0
"333","LIT_333",2817,43.941667,-71.745278,20,21.46208
"334","LIT_334",2817,43.941667,-71.745278,11,7.14212
"336","LIT_336",2825,3.916667,-77,12,58.797
"342","LIT_342",2820,3.916667,-77,4,15.087
"343","LIT_343",2822,3.916667,-77,8,23.876
"345","LIT_345",2824,3.916667,-77,12,41.924
"346","LIT_346",2826,3.916667,-77,18,40.796
"349","LIT_349",2823,3.916667,-77,8,44.462
"350","LIT_350",2819,3.916667,-77,0.4,4.7
"351","LIT_351",2821,3.916667,-77,4,12.784
"353","LIT_353",2818,3.916667,-77,0.4,5.123
"367","LIT_367",2830,18.3,-65.847222,5.5,10.34
"369","LIT_369",2831,18.316667,-65.816667,12,16.732
"373","LIT_373",2859,-5.77,-61.43,11,34.4412339358
"374","LIT_374",2867,-5.77,-61.43,20,80.17347373
"375","LIT_375",2855,-5.77,-61.43,8,10.7894556467
"376","LIT_376",2871,-5.77,-61.43,27.5,157.052545816
"377","LIT_377",2861,-5.77,-61.43,13.5,68.210484676
"378","LIT_378",2860,-5.77,-61.43,11,33.0648261424
"379","LIT_379",2875,-5.77,-61.43,30,116.543608233
"380","LIT_380",2848,-5.77,-61.43,30,59.760850808
"381","LIT_381",2856,-5.77,-61.43,8,29.9467365666
"382","LIT_382",2862,-5.77,-61.43,13.5,43.5416584315
"383","LIT_383",2872,-5.77,-61.43,30,54.090178091
"384","LIT_384",2857,-5.77,-61.43,8,49.889424922
"385","LIT_385",2858,-5.77,-61.43,10,102.877089515
"386","LIT_386",2840,-5.77,-61.43,20,80.945230039
"387","LIT_387",2865,-5.77,-61.43,18,29.7405765985
"388","LIT_388",2877,-5.77,-61.43,6.5,23.7550462003
"389","LIT_389",2853,-5.77,-61.43,6,20.0837443465
"390","LIT_390",2854,-5.77,-61.43,6.5,116.169444617
"391","LIT_391",2868,-5.77,-61.43,20,56.651560591
"392","LIT_392",2864,-5.77,-61.43,17.5,66.697163965
"393","LIT_393",2879,-5.77,-61.43,7,20.0388260893
"394","LIT_394",2833,-5.77,-61.43,10,60.684313623
"395","LIT_395",2866,-5.77,-61.43,18,27.8015463798
"396","LIT_396",2837,-5.77,-61.43,17.5,27.3469829376
"397","LIT_397",2869,-5.77,-61.43,20,100.671719184
"398","LIT_398",2845,-5.77,-61.43,27.5,135.114648673
"399","LIT_399",2876,-5.77,-61.43,6.5,30.7044397064
"400","LIT_400",2863,-5.77,-61.43,17.5,71.206713103
"401","LIT_401",2839,-5.77,-61.43,19,71.076503316
"402","LIT_402",2836,-5.77,-61.43,15,70.420568731
"403","LIT_403",2849,-5.77,-61.43,30,62.154638076
"404","LIT_404",2874,-5.77,-61.43,30,118.980896868
"405","LIT_405",2846,-5.77,-61.43,30,83.490696647
"406","LIT_406",2852,-5.77,-61.43,6,69.998818226
"407","LIT_407",2834,-5.77,-61.43,10,53.467618065
"408","LIT_408",2850,-5.77,-61.43,5,86.620801801
"409","LIT_409",2847,-5.77,-61.43,30,61.222517391
"410","LIT_410",2841,-5.77,-61.43,20,101.043206244
"411","LIT_411",2835,-5.77,-61.43,10,56.741736201
"412","LIT_412",2832,-5.77,-61.43,10,117.934733644
"413","LIT_413",2844,-5.77,-61.43,27.5,210.654257654
"414","LIT_414",2870,-5.77,-61.43,27.5,67.47240946
"415","LIT_415",2842,-5.77,-61.43,20,65.002241552
"416","LIT_416",2843,-5.77,-61.43,27,101.518431516
"417","LIT_417",2851,-5.77,-61.43,6,40.4781239553
"418","LIT_418",2873,-5.77,-61.43,30,63.54265486
"419","LIT_419",2838,-5.77,-61.43,19,181.417497767
"420","LIT_420",2878,-5.77,-61.43,6.5,25.437500693
"421","LIT_421",2880,-5.77,-61.43,7,107.155708148
"422","LIT_422",2882,-5.77,-61.43,8.5,48.748653236
"423","LIT_423",2881,-5.77,-61.43,7,47.146489882
"424","LIT_424",2883,-5.77,-61.43,8.5,50.884049544
"425","LIT_425",8829,-7,-37.32,64,17.8612437187
"426","LIT_426",8830,-7,-37.32,64,18.474960455
"427","LIT_427",8828,-7,-37.32,64,17.5618561063
"428","LIT_428",8820,-7,-37.32,22,11.5592597073
"429","LIT_429",8818,-7,-37.32,22,6.9051483453
"430","LIT_430",375,-7,-37.32,22,10.1873563798
"431","LIT_431",8831,-7,-37.32,64,12.2914771394
"432","LIT_432",8824,-7,-37.32,44,6.9015814401
"433","LIT_433",8819,-7,-37.32,22,12.1567572371
"434","LIT_434",8822,-7,-37.32,44,9.2702853392
"435","LIT_435",8825,-7,-37.32,44,14.9386254603
"436","LIT_436",8827,-7,-37.32,64,12.5118381293
"437","LIT_437",8823,-7,-37.32,44,15.3996293031
"438","LIT_438",8821,-7,-37.32,22,10.7179677631
"439","LIT_439",8826,-7,-37.32,44,16.1682246647
"440","LIT_440",381,-0.616667,-72.45,30,77.3381193
"447","LIT_447",380,-0.616667,-72.45,18,57.328038124
"450","LIT_450",378,-0.616667,-72.45,7,25.413008852
"452","LIT_452",379,-0.616667,-72.45,11,51.573973072
"454","LIT_454",1056,-0.616667,-72.45,2,0
"458","LIT_458",2896,1.933333,-67.05,60,54.52
"462","LIT_462",2899,1.933333,-67.05,80,62.98
"467","LIT_467",2895,1.933333,-67.05,40,74.73
"471","LIT_471",2891,1.933333,-67.05,20,45.872
"474","LIT_474",2892,1.933333,-67.05,30,25.286
"475","LIT_475",2889,1.933333,-67.05,20,28.905
"477","LIT_477",2898,1.933333,-67.05,60,64.86
"478","LIT_478",2885,1.933333,-67.05,11,24.863
"479","LIT_479",2897,1.933333,-67.05,60,92.59
"480","LIT_480",2900,1.933333,-67.05,80,83.66
"482","LIT_482",2894,1.933333,-67.05,35,50.76
"485","LIT_485",2893,1.933333,-67.05,35,51.23
"487","LIT_487",2901,1.933333,-67.05,80,67.68
"488","LIT_488",2902,1.933333,-67.05,80,66.74
"493","LIT_493",2886,1.933333,-67.05,12,38.446
"506","LIT_506",2884,1.933333,-67.05,9,20.633
"509","LIT_509",2887,1.933333,-67.05,14,25.098
"512","LIT_512",2888,1.933333,-67.05,20,39.151
"514","LIT_514",2890,1.933333,-67.05,20,29.986
"515","LIT_515",403,16.066667,-90.75,12,48.672243127
"516","LIT_516",402,16.066667,-90.75,11,29.3646174086
"517","LIT_517",407,16.066667,-90.75,18,60.164466222
"518","LIT_518",8816,16.066667,-90.75,25,54.853691305
"519","LIT_519",406,16.066667,-90.75,18,34.3686607705
"520","LIT_520",8815,16.066667,-90.75,23,68.732462164
"521","LIT_521",401,16.066667,-90.75,9,51.708917827
"522","LIT_522",399,16.066667,-90.75,6,30.4660667749
"523","LIT_523",400,16.066667,-90.75,9,20.9317613797
"524","LIT_524",397,16.066667,-90.75,2,8.4815555254
"525","LIT_525",8817,16.066667,-90.75,27,53.534064691
"526","LIT_526",404,16.066667,-90.75,13,34.6263189018
"527","LIT_527",405,16.066667,-90.75,14,40.4399602843
"528","LIT_528",396,16.066667,-90.75,1,0.28952726808
"529","LIT_529",395,16.066667,-90.75,1,0.02021446171
"530","LIT_530",398,16.066667,-90.75,5,1.85389149577
"531","LIT_531",8835,9.216667,-79.783333,6,6.7378973084
"532","LIT_532",1053,9.216667,-79.783333,3,0.21440733963
"533","LIT_533",8839,9.216667,-79.783333,6,0.90060001515
"534","LIT_534",1035,9.216667,-79.783333,14,30.9136409411
"535","LIT_535",8836,9.216667,-79.783333,6,34.4734771014
"536","LIT_536",8840,9.216667,-79.783333,7,14.4739158978
"537","LIT_537",1052,9.216667,-79.783333,29,68.732007157
"538","LIT_538",1051,9.216667,-79.783333,26,46.1075920449
"539","LIT_539",8832,9.216667,-79.783333,4,0.11950692303
"540","LIT_540",8837,9.216667,-79.783333,6,6.6558781865
"541","LIT_541",1036,9.216667,-79.783333,15,21.2040730958
"542","LIT_542",1046,9.216667,-79.783333,22,55.295375779
"543","LIT_543",8845,9.216667,-79.783333,8,16.7785736959
"544","LIT_544",8838,9.216667,-79.783333,6,26.750838331
"545","LIT_545",1054,9.216667,-79.783333,30,55.413114633
"546","LIT_546",8834,9.216667,-79.783333,5,11.7247441787
"547","LIT_547",1055,9.216667,-79.783333,31,62.605517865
"548","LIT_548",8833,9.216667,-79.783333,5,6.7702639195
"549","LIT_549",1033,9.216667,-79.783333,13,19.5822827157
"550","LIT_550",1049,9.216667,-79.783333,24,50.267741834
"551","LIT_551",1050,9.216667,-79.783333,25,33.0826805118
"552","LIT_552",8850,9.216667,-79.783333,9,20.3555797035
"553","LIT_553",1047,9.216667,-79.783333,22,31.7397480454
"554","LIT_554",1039,9.216667,-79.783333,18,28.598236734
"555","LIT_555",8851,9.216667,-79.783333,9,28.9179741103
"556","LIT_556",1034,9.216667,-79.783333,14,23.1615840294
"557","LIT_557",8842,9.216667,-79.783333,7,21.0646074437
"558","LIT_558",8848,9.216667,-79.783333,8,2.26623535027
"559","LIT_559",8843,9.216667,-79.783333,7,2.30343231258
"560","LIT_560",8841,9.216667,-79.783333,7,23.9356658044
"561","LIT_561",1045,9.216667,-79.783333,20,54.448627586
"562","LIT_562",1032,9.216667,-79.783333,12,24.0445692177
"563","LIT_563",8849,9.216667,-79.783333,9,22.7355146333
"564","LIT_564",8844,9.216667,-79.783333,8,17.349796435
"565","LIT_565",1048,9.216667,-79.783333,22,36.0840108875
"566","LIT_566",8846,9.216667,-79.783333,8,29.7255682389
"567","LIT_567",1043,9.216667,-79.783333,20,34.6482837737
"568","LIT_568",1044,9.216667,-79.783333,20,32.0586122416
"569","LIT_569",1038,9.216667,-79.783333,17,30.5105562934
"570","LIT_570",8847,9.216667,-79.783333,8,5.9732370171
"571","LIT_571",1040,9.216667,-79.783333,19,30.9435393989
"572","LIT_572",1041,9.216667,-79.783333,2,0.00672190052
"573","LIT_573",1037,9.216667,-79.783333,16,29.0512040045
"574","LIT_574",1042,9.216667,-79.783333,2,0.35735460556
"575","LIT_575",8852,9.216667,-79.783333,9,13.4426968361
"576","LIT_576",2933,9.15,-79.85,70,99.099180776
"577","LIT_577",2931,9.15,-79.85,40,70.372688985
"578","LIT_578",2930,9.15,-79.85,20,16.3068596435
"579","LIT_579",2932,9.15,-79.85,40,68.473358214
"580","LIT_580",2935,9.15,-79.85,100,99.56216001
"581","LIT_581",2934,9.15,-79.85,70,172.622562795
"582","LIT_582",2936,9.15,-79.85,100,142.217350807
"583","LIT_583",2929,9.15,-79.85,20,108.577206322
"584","LIT_584",2998,20.089444,-89.495833,10,20.7715718672
"585","LIT_585",3088,20.089444,-89.495833,20,21.7262271111
"586","LIT_586",3000,20.089444,-89.495833,10,16.7469624923
"587","LIT_587",3127,20.089444,-89.495833,30,33.5607328761
"588","LIT_588",3125,20.089444,-89.495833,25,33.6985988644
"589","LIT_589",3087,20.089444,-89.495833,20,32.9110105396
"590","LIT_590",3126,20.089444,-89.495833,30,37.2656490453
"591","LIT_591",3002,20.089444,-89.495833,10,38.0320458832
"592","LIT_592",2999,20.089444,-89.495833,10,9.6584734685
"593","LIT_593",2997,20.089444,-89.495833,10,13.9127951037
"594","LIT_594",2993,20.089444,-89.495833,9,14.7170759297
"595","LIT_595",3040,20.089444,-89.495833,12,37.3980524962
"596","LIT_596",3122,20.089444,-89.495833,25,26.7639093835
"597","LIT_597",2996,20.089444,-89.495833,10,14.4111903981
"598","LIT_598",3165,20.089444,-89.495833,40,39.6900729437
"599","LIT_599",3151,20.089444,-89.495833,35,52.412596234
"600","LIT_600",3166,20.089444,-89.495833,40,47.635357938
"601","LIT_601",3130,20.089444,-89.495833,30,49.075570243
"602","LIT_602",3005,20.089444,-89.495833,10,20.1431661645
"603","LIT_603",3167,20.089444,-89.495833,40,46.935349526
"604","LIT_604",3035,20.089444,-89.495833,12,32.5842986688
"605","LIT_605",3164,20.089444,-89.495833,40,39.2565357317
"606","LIT_606",3162,20.089444,-89.495833,40,31.9406633587
"607","LIT_607",3209,20.089444,-89.495833,60,34.1094692642
"608","LIT_608",3120,20.089444,-89.495833,25,46.103347912
"609","LIT_609",3129,20.089444,-89.495833,30,38.7896832371
"610","LIT_610",3001,20.089444,-89.495833,10,13.8922029702
"611","LIT_611",3006,20.089444,-89.495833,10,10.6769701284
"612","LIT_612",3161,20.089444,-89.495833,40,54.346062306
"613","LIT_613",3163,20.089444,-89.495833,40,35.632197749
"614","LIT_614",2991,20.089444,-89.495833,9,4.46762908694
"615","LIT_615",3034,20.089444,-89.495833,12,16.2213595136
"616","LIT_616",3033,20.089444,-89.495833,12,25.241972656
"617","LIT_617",3199,20.089444,-89.495833,60,106.144695331
"618","LIT_618",3022,20.089444,-89.495833,10,12.2361147067
"619","LIT_619",3004,20.089444,-89.495833,10,38.2899802664
"620","LIT_620",3121,20.089444,-89.495833,25,41.3718440047
"621","LIT_621",3128,20.089444,-89.495833,30,50.367607246
"622","LIT_622",2992,20.089444,-89.495833,9,7.4165160721
"623","LIT_623",3208,20.089444,-89.495833,60,84.525013474
"624","LIT_624",3123,20.089444,-89.495833,25,20.8204813362
"625","LIT_625",3124,20.089444,-89.495833,25,30.363712069
"626","LIT_626",3150,20.089444,-89.495833,35,30.2398016262
"627","LIT_627",3031,20.089444,-89.495833,11,13.2490325935
"628","LIT_628",3032,20.089444,-89.495833,12,15.2411767555
"629","LIT_629",3028,20.089444,-89.495833,10,3.03968197009
"630","LIT_630",2942,20.089444,-89.495833,5,0.13747892544
"631","LIT_631",3036,20.089444,-89.495833,12,49.05139866
"632","LIT_632",3153,20.089444,-89.495833,40,37.503629132
"633","LIT_633",3107,20.089444,-89.495833,20,27.565942176
"634","LIT_634",3118,20.089444,-89.495833,25,47.925619974
"635","LIT_635",3210,20.089444,-89.495833,70,43.6006356624
"636","LIT_636",3117,20.089444,-89.495833,25,56.962004145
"637","LIT_637",2962,20.089444,-89.495833,7,4.67856460989
"638","LIT_638",2963,20.089444,-89.495833,7,9.4506762084
"639","LIT_639",3160,20.089444,-89.495833,40,56.588917487
"640","LIT_640",3187,20.089444,-89.495833,50,30.168146103
"641","LIT_641",3149,20.089444,-89.495833,35,29.1300765563
"642","LIT_642",3186,20.089444,-89.495833,50,59.746435673
"643","LIT_643",3027,20.089444,-89.495833,10,6.9678628188
"644","LIT_644",3198,20.089444,-89.495833,60,82.638560186
"645","LIT_645",3197,20.089444,-89.495833,60,58.143090363
"646","LIT_646",2951,20.089444,-89.495833,6,14.1538692239
"647","LIT_647",3003,20.089444,-89.495833,10,22.4481078943
"648","LIT_648",3119,20.089444,-89.495833,25,58.84740233
"649","LIT_649",3038,20.089444,-89.495833,12,13.4165229779
"650","LIT_650",2990,20.089444,-89.495833,9,19.9180937677
"651","LIT_651",2994,20.089444,-89.495833,9,9.2145430619
"652","LIT_652",2995,20.089444,-89.495833,9,12.312555784
"653","LIT_653",3159,20.089444,-89.495833,40,35.2622667462
"654","LIT_654",3030,20.089444,-89.495833,11,16.8567346677
"655","LIT_655",3029,20.089444,-89.495833,11,16.6732045463
"656","LIT_656",3132,20.089444,-89.495833,30,63.881007907
"657","LIT_657",2950,20.089444,-89.495833,6,1.93910448575
"658","LIT_658",3155,20.089444,-89.495833,40,33.411867224
"659","LIT_659",3106,20.089444,-89.495833,20,61.113467239
"660","LIT_660",3024,20.089444,-89.495833,10,9.0116333459
"661","LIT_661",3083,20.089444,-89.495833,20,17.3401908993
"662","LIT_662",3115,20.089444,-89.495833,25,28.0439263339
"663","LIT_663",3086,20.089444,-89.495833,20,20.0280180163
"664","LIT_664",3085,20.089444,-89.495833,20,35.3692558965
"665","LIT_665",3168,20.089444,-89.495833,40,38.9561676852
"666","LIT_666",3007,20.089444,-89.495833,10,25.9326649912
"667","LIT_667",3147,20.089444,-89.495833,35,25.4363039555
"668","LIT_668",3059,20.089444,-89.495833,15,23.1364522129
"669","LIT_669",3020,20.089444,-89.495833,10,21.8963822028
"670","LIT_670",3145,20.089444,-89.495833,35,46.5771273888
"671","LIT_671",3069,20.089444,-89.495833,16,23.8931113182
"672","LIT_672",3105,20.089444,-89.495833,20,43.9670754676
"673","LIT_673",3196,20.089444,-89.495833,60,52.828947426
"674","LIT_674",3157,20.089444,-89.495833,40,65.318073045
"675","LIT_675",3202,20.089444,-89.495833,60,96.039781952
"676","LIT_676",3114,20.089444,-89.495833,25,40.6642404914
"677","LIT_677",2989,20.089444,-89.495833,9,14.8802054379
"678","LIT_678",3110,20.089444,-89.495833,20,36.0697596697
"679","LIT_679",2988,20.089444,-89.495833,9,26.8990685948
"680","LIT_680",3193,20.089444,-89.495833,60,45.5611290703
"681","LIT_681",2948,20.089444,-89.495833,6,2.17850609591
"682","LIT_682",3194,20.089444,-89.495833,60,71.845965038
"683","LIT_683",3195,20.089444,-89.495833,60,35.3186673666
"684","LIT_684",2943,20.089444,-89.495833,5,0.65921371343
"685","LIT_685",3060,20.089444,-89.495833,15,14.2853266823
"686","LIT_686",3152,20.089444,-89.495833,40,59.985431566
"687","LIT_687",3037,20.089444,-89.495833,12,20.3553356043
"688","LIT_688",3154,20.089444,-89.495833,40,97.263930933
"689","LIT_689",3080,20.089444,-89.495833,18,25.0170230843
"690","LIT_690",3039,20.089444,-89.495833,12,6.9499566319
"691","LIT_691",3207,20.089444,-89.495833,60,46.243946297
"692","LIT_692",3082,20.089444,-89.495833,20,23.098224636
"693","LIT_693",3041,20.089444,-89.495833,12,10.0395187822
"694","LIT_694",2961,20.089444,-89.495833,7,1.61704938294
"695","LIT_695",3131,20.089444,-89.495833,30,52.272037282
"696","LIT_696",3089,20.089444,-89.495833,20,42.1052511149
"697","LIT_697",3067,20.089444,-89.495833,16,13.2935244949
"698","LIT_698",3008,20.089444,-89.495833,10,15.1879822965
"699","LIT_699",3188,20.089444,-89.495833,50,32.3133486085
"700","LIT_700",2982,20.089444,-89.495833,8,3.9736710475
"701","LIT_701",3204,20.089444,-89.495833,60,62.088388474
"702","LIT_702",3116,20.089444,-89.495833,25,40.4002027164
"703","LIT_703",3113,20.089444,-89.495833,25,44.3995339591
"704","LIT_704",3112,20.089444,-89.495833,25,59.391586754
"705","LIT_705",2987,20.089444,-89.495833,8,5.6509695227
"706","LIT_706",3158,20.089444,-89.495833,40,24.3570416912
"707","LIT_707",3148,20.089444,-89.495833,35,80.251715476
"708","LIT_708",3146,20.089444,-89.495833,35,18.3951906638
"709","LIT_709",3056,20.089444,-89.495833,15,19.3287110887
"710","LIT_710",3144,20.089444,-89.495833,30,19.4199918144
